"ID","Exited","Age","Geography","IsActiveMember","Gender","Balance","NumOfProducts","EstimatedSalary"
7354,0,28,"Germany","1","Male",101100.22,2,104665.79
8941,0,33,"France","0","Male",0,2,141896.74
8844,0,29,"France","1","Female",0,2,83052.03
6784,0,29,"France","1","Male",0,2,41626.78
3914,1,56,"France","1","Male",95167.55,3,23054.51
5970,0,30,"Spain","0","Male",103138.17,2,96555.42
5846,0,20,"Germany","1","Female",0,1,140385.33
8916,0,34,"Germany","0","Female",139265.63,1,194584.48
8469,0,45,"France","1","Male",0,2,121428.2
9868,0,41,"Spain","0","Female",0,3,176763.27
4582,0,37,"France","0","Male",107798.85,1,163225.48
5572,0,37,"Germany","1","Female",101713.84,1,134594.99
5360,0,32,"France","1","Female",0,2,58879.11
3001,1,22,"Spain","0","Male",121681.82,1,46523.6
9826,0,34,"France","1","Male",0,2,17135.6
4543,0,38,"France","1","Male",181804.34,2,57517.71
8317,0,46,"France","0","Male",81153.82,1,74940.5
6466,0,60,"Germany","1","Male",167181.01,1,173899.42
6364,0,38,"Spain","1","Male",112013.81,2,170903.4
4792,1,28,"Germany","0","Female",111362.76,3,16922.28
9816,0,31,"France","1","Male",0,2,42117.9
6327,1,49,"Spain","1","Female",110132.55,3,187689.91
8799,0,35,"Germany","1","Male",135071.12,1,54926.51
4356,0,31,"France","1","Female",0,2,14956.44
4005,0,41,"Germany","1","Female",81877.38,1,42410.21
7490,0,30,"Spain","1","Male",135842.41,1,137793.35
8886,1,33,"France","1","Male",0,2,55725.04
9422,1,30,"France","0","Female",0,1,193880.6
9439,0,35,"Spain","1","Male",0,2,139911.58
5753,0,47,"France","0","Male",0,2,137835.82
7090,0,40,"Germany","0","Female",128398.38,2,52545.24
9472,0,26,"Spain","1","Male",149134.46,1,177966.24
9342,0,48,"Spain","0","Male",0,2,174729.3
8873,1,33,"Spain","0","Female",151701.45,3,149913.84
4482,0,35,"Germany","0","Female",88109.81,1,32825.5
9520,0,26,"Spain","0","Male",0,2,108469.2
4789,0,39,"France","1","Male",122552.48,2,120646.4
9620,0,61,"France","1","Male",155973.13,1,158742.81
4646,0,39,"France","0","Female",0,2,138525.19
8942,0,35,"Germany","1","Male",160485.16,1,53420.53
6858,0,37,"Spain","0","Male",120825.7,2,28257.89
3435,1,60,"Germany","0","Male",0,2,41536.59
9353,0,37,"Germany","0","Male",101438,1,51364.56
8483,0,31,"France","0","Female",0,2,58685.59
6636,0,23,"Germany","0","Female",71433.08,1,103697.57
9941,0,32,"Germany","1","Female",79259.75,1,6935.31
3165,1,35,"France","0","Male",0,2,129451.29
3366,0,41,"Spain","1","Male",0,1,90490.33
4042,0,33,"Spain","1","Male",106365.29,1,160529.71
6753,1,40,"Germany","0","Female",109308.79,2,189664.43
5855,0,60,"France","1","Female",0,2,60615.83
3783,0,44,"France","1","Male",118577.24,1,31448.52
4713,0,20,"France","0","Male",156773.78,1,40257.79
8101,0,54,"Germany","1","Female",133245.52,2,54495.82
7961,0,38,"France","1","Female",71187.24,1,190631.23
6496,0,35,"Spain","1","Male",0,2,190155.13
5876,0,40,"France","1","Female",0,1,194690.77
3930,0,32,"Spain","1","Male",136659.74,1,114669.79
3346,0,56,"Spain","0","Male",0,2,197266.58
7626,0,43,"France","0","Male",94164,1,141679.73
6525,0,34,"France","0","Female",0,1,24255.21
9956,0,33,"France","1","Male",126679.69,1,39451.09
3198,0,31,"France","1","Male",116993.43,1,186064.34
6755,0,37,"Spain","1","Male",101470.29,1,88838.14
4199,0,25,"Spain","0","Male",133618.01,1,92816.86
9580,0,41,"France","0","Male",0,2,28276.83
3398,0,38,"Germany","1","Female",129055.13,1,27513.47
4565,0,37,"France","1","Female",0,2,14721.8
6851,0,34,"Spain","1","Female",0,2,161559.12
9739,0,46,"France","0","Female",99705.69,2,161767.38
8356,0,32,"France","1","Male",127892.57,2,199645.45
7056,0,44,"France","0","Male",0,1,175314.87
4203,0,44,"France","0","Male",78128.13,1,109153.04
8847,0,47,"France","0","Male",0,2,196864.61
3269,0,41,"Germany","1","Female",134378.89,2,143681.83
4926,0,24,"France","0","Female",110495.27,2,158615.41
3835,0,39,"France","0","Male",138577.34,1,191063.36
4116,0,26,"France","0","Female",0,2,182612.38
6500,0,64,"Spain","0","Male",0,2,94148.3
3492,0,36,"France","1","Female",90022.85,2,79734.23
6091,0,77,"Germany","0","Male",0,2,190631.23
8183,0,44,"France","0","Female",0,1,137136.29
4380,0,42,"Spain","1","Female",163764.84,1,171706.66
7502,0,35,"Spain","0","Male",0,2,140676.98
7251,1,44,"France","1","Female",142989.69,1,93360.35
9192,1,71,"Spain","0","Male",144428.87,1,198446.91
4276,0,22,"Germany","1","Male",148826.32,1,79450.61
4767,1,34,"Spain","0","Female",134497.27,1,582.59
3506,1,33,"France","0","Female",167831.88,2,111448.92
9221,0,37,"Germany","0","Male",135847.47,1,144880.81
4406,0,34,"Spain","1","Female",114609.55,2,25339.29
9479,0,33,"France","0","Female",0,2,45591.23
7893,1,59,"Germany","0","Female",55328.4,1,4033.39
9840,0,59,"France","1","Female",0,1,157694.76
5437,0,38,"France","0","Female",110570.78,2,10137.34
4648,1,47,"Spain","0","Male",0,1,67599.69
4119,0,38,"Germany","0","Female",151766.71,1,120663.57
5299,0,33,"Spain","1","Male",103421.32,1,76304.73
4643,0,40,"Spain","0","Male",0,2,96097.65
9686,0,33,"France","0","Male",92676.3,1,19483.35
9979,0,44,"Spain","1","Female",0,2,196858.4
6209,0,46,"France","0","Female",0,2,130590.35
5387,0,57,"France","1","Male",154953.94,1,70849.47
6855,0,28,"Spain","1","Male",59486.31,1,137173.39
5620,0,37,"France","0","Male",124969.13,1,60194.05
8341,0,24,"France","0","Female",112146.12,1,34180.33
5065,0,27,"France","0","Female",70438.01,2,8996.79
4469,0,36,"Germany","0","Male",116993.43,2,168816.22
3553,0,33,"France","1","Male",94443.77,1,165614.4
5558,0,27,"France","1","Male",165692.91,1,105887.04
8172,0,44,"Spain","1","Female",0,2,192464.21
9710,0,48,"Spain","1","Female",0,2,63729.72
5315,0,35,"Spain","1","Male",0,1,127951.81
4679,0,26,"France","0","Male",0,2,199645.45
8917,0,32,"Germany","0","Male",149887.49,2,63846.36
9159,0,70,"France","1","Male",77356.92,1,21085.17
3651,0,39,"France","0","Female",0,2,147662.33
9752,0,44,"Germany","0","Male",105934.96,1,82463.69
4815,1,48,"France","0","Female",0,1,184564.67
7113,0,59,"Germany","0","Female",130622.34,1,78365.75
8576,0,61,"Germany","1","Female",83319.28,2,57769.2
8650,0,32,"France","0","Female",0,2,9902.39
6992,0,30,"Spain","0","Male",92847.59,1,146154.06
4513,0,34,"Spain","0","Female",0,1,81175.25
7176,0,32,"Spain","1","Female",138340.06,1,114565.35
7739,0,33,"Spain","1","Male",122528.18,1,133617.43
7629,0,35,"France","1","Female",97440.02,2,139816.1
6822,0,59,"Germany","1","Male",170331.37,1,130541.1
3830,0,35,"France","1","Male",135871.5,1,87219.41
7770,0,26,"Germany","1","Male",61297.05,2,19324.5
7516,0,37,"France","1","Male",0,2,185094.48
3154,0,44,"Spain","0","Male",0,2,158171.36
6713,0,25,"France","0","Female",0,2,187048.72
7186,0,61,"Spain","1","Female",142105.35,1,45214.04
8397,0,33,"Spain","1","Female",0,2,141426.78
4962,0,34,"France","1","Female",123971.51,2,147794.63
7472,0,33,"Spain","0","Male",0,2,14234.31
5005,0,36,"France","1","Female",120124.35,2,159888.1
9185,0,40,"Germany","1","Female",131513.26,1,193715
9201,0,42,"France","1","Male",0,2,51672.08
9010,0,32,"Germany","0","Female",123403.85,2,39511.61
5060,0,49,"Spain","1","Male",84390.8,2,107876.2
8840,0,40,"France","1","Female",107648.94,2,134638.97
6213,1,23,"Germany","1","Female",102277.52,1,177852.57
6890,0,41,"France","1","Male",148088.11,1,14083.12
8056,0,42,"France","1","Female",64740.12,2,149613.77
8906,0,31,"Spain","1","Male",135213.71,2,125777.28
6743,0,37,"France","0","Male",143258.85,2,192721.98
3352,0,57,"Spain","1","Female",65349.71,2,26318.73
3706,0,26,"France","0","Male",96654.72,1,147600.54
3384,1,43,"Germany","0","Male",98807.45,2,184570.04
7383,0,36,"Spain","1","Male",0,2,115441.66
5108,0,46,"France","1","Female",61297.05,2,170008.74
6675,0,61,"Germany","1","Male",126615.94,2,123214.74
7833,1,40,"France","0","Female",124401.6,1,198814.24
5455,0,31,"France","1","Female",0,2,69608.48
4226,0,32,"France","0","Male",0,2,195209.4
4707,1,46,"France","0","Female",0,1,81014.5
7755,0,40,"Germany","0","Male",108197.11,1,49722.34
9519,0,30,"France","0","Female",0,2,179206.92
6823,0,24,"France","1","Male",107065.31,1,51959.82
4191,0,33,"France","0","Female",106942.08,1,25843.7
9836,0,35,"France","1","Male",0,2,78397.24
6378,1,58,"France","0","Female",118723.11,1,6209.51
3915,0,39,"France","0","Female",94968.97,2,23425.78
8299,0,37,"France","1","Male",0,2,20603.32
9730,0,66,"Spain","1","Male",78391.17,1,49424.6
6362,1,52,"France","0","Female",65971.61,2,161655.55
3925,0,42,"Spain","0","Female",0,2,24210.56
4613,1,50,"Germany","0","Male",98173.02,1,22457.25
4492,0,29,"France","0","Female",134397.61,1,190035.83
8430,0,72,"France","0","Female",0,2,151871.84
3323,0,37,"France","1","Female",0,2,172363.41
4881,1,39,"France","0","Female",148326.09,1,191604.27
5357,0,39,"Spain","0","Male",0,2,70618
9641,0,47,"France","1","Male",0,1,90055.08
3467,0,45,"Germany","0","Female",0,1,115022.94
7588,0,37,"Germany","1","Female",139603.22,1,86383.61
6438,0,42,"Germany","0","Female",99219.47,2,197226.32
5304,0,41,"Spain","1","Male",0,2,85733.33
8387,0,61,"France","1","Male",157201.48,1,50368.63
4294,1,29,"Spain","1","Female",116393.59,1,63051.32
8480,0,36,"Germany","0","Female",150956.71,1,72350.17
3674,0,41,"France","0","Female",124349.34,1,135635.25
4984,1,44,"Spain","0","Male",89118.26,1,104240.77
9130,0,32,"Germany","1","Male",139496.35,1,120594.85
6277,1,49,"France","1","Female",0,1,182865.09
7876,0,29,"France","1","Male",0,2,85421.48
8998,0,60,"Spain","1","Male",76961.6,2,173948.4
4211,0,33,"France","0","Female",106414.57,2,77500.81
9656,1,53,"Germany","0","Male",127997.83,1,165378.66
5987,0,26,"Germany","1","Male",148853.29,2,24411.02
7214,0,26,"Spain","0","Female",0,2,158918.03
7868,1,22,"Spain","1","Female",67178.19,1,163534.75
3303,1,47,"France","0","Male",144606.22,1,50695.93
5062,1,41,"France","0","Female",112070.86,3,166526.26
5635,0,62,"France","1","Female",0,2,35896.75
3433,0,30,"Germany","1","Male",110824.52,1,57896.27
5461,1,24,"France","1","Male",0,1,186490.37
3422,0,22,"Spain","0","Female",151709.33,1,128400.62
4299,0,30,"France","0","Male",127738.75,2,52861.89
9477,0,30,"Germany","1","Female",86167.82,2,121151.46
6334,0,41,"France","1","Female",150300.65,2,184524.74
8445,0,69,"France","1","Female",105303.73,1,134260.34
4777,0,31,"France","1","Female",125169.26,1,106636.89
7312,0,36,"France","0","Male",122647.32,1,61666.87
5302,0,29,"France","1","Male",0,2,109742.55
7240,1,56,"Germany","0","Male",148507.24,1,195775.48
9369,0,28,"Spain","0","Male",0,2,197588.32
4899,0,33,"France","1","Female",90791.69,1,59659.53
9380,0,30,"France","1","Male",166883.07,2,194563.65
4726,1,62,"France","1","Male",140549.4,2,30990.16
4003,0,30,"Germany","1","Male",128770.88,2,40199.01
4144,0,39,"Spain","0","Female",0,1,34430.16
5989,0,34,"Spain","1","Male",0,1,66695.71
5046,0,32,"France","0","Male",0,2,126675.62
7676,1,27,"Germany","0","Male",0,1,142680.64
8099,0,40,"France","0","Female",140197.71,2,176945.96
8216,0,29,"Spain","1","Male",102708.77,1,127654.37
8589,0,28,"France","1","Female",0,2,190857.79
5740,0,38,"Spain","1","Male",0,2,59297.34
7166,1,48,"Spain","1","Female",156371.61,2,62905.29
7906,0,40,"Germany","0","Male",116891.72,1,142763.51
7372,1,29,"Germany","0","Female",87603.35,1,184839.7
3075,0,40,"Germany","0","Male",104149.66,1,62027.9
5453,1,46,"France","0","Female",0,2,122953
3741,0,38,"France","0","Male",0,2,156439.56
6130,0,30,"Germany","1","Female",106629.49,1,44114.88
5131,0,47,"Spain","0","Female",43504.42,2,143481.85
7395,1,52,"Spain","0","Male",143542.36,3,65121.63
6982,0,36,"Spain","1","Female",0,2,14721.8
5627,0,42,"Spain","0","Male",148654.84,2,89123.99
3816,0,46,"Germany","1","Female",132164.26,1,156260.08
5580,0,44,"Germany","1","Male",137452.09,1,187391.02
4156,1,52,"Spain","0","Female",144772.69,1,98302.57
6009,0,46,"Spain","0","Male",0,2,1907.66
5265,0,49,"Germany","1","Female",83739.32,1,36976.52
7861,0,30,"Spain","1","Male",0,3,73322
4105,0,25,"Spain","0","Female",120961.5,2,114566.47
7821,0,63,"Spain","1","Female",0,2,173576.71
5705,0,49,"France","1","Female",145359.99,1,9770.97
3249,0,45,"Germany","0","Male",103399.87,2,129870.93
6805,0,35,"Spain","0","Male",119703.1,2,84321.03
4161,1,36,"France","1","Female",0,2,93707.8
7895,0,31,"Germany","1","Female",104414.03,1,42589.33
5345,0,36,"Spain","0","Female",75302.85,2,57034.35
7511,0,35,"France","1","Female",0,2,190911.02
4571,0,32,"Spain","1","Female",170172.9,1,100236.02
5121,1,37,"Germany","0","Male",116121.84,3,104152.65
7067,1,59,"Germany","0","Male",141749.68,1,8555.73
6323,0,37,"France","0","Female",127480.58,1,179634.69
3913,1,58,"France","1","Male",146053.66,1,133465.57
9622,0,29,"Spain","1","Female",0,3,94815.04
7271,0,56,"France","1","Female",0,2,145551.6
3234,0,33,"France","0","Female",0,1,145381.65
8392,1,44,"Spain","0","Female",113063.83,1,53072.49
9447,0,36,"Spain","1","Male",0,1,193040.32
7070,0,28,"France","1","Male",0,2,28184.7
8263,0,32,"France","1","Female",146810.99,1,180990.29
4371,0,67,"Spain","1","Male",0,2,107534.32
5198,0,39,"France","1","Male",0,3,93081.87
7081,0,44,"France","1","Female",0,2,93777.61
3214,0,18,"Germany","1","Female",128743.8,1,115260.72
4222,1,42,"France","1","Male",102016.38,1,178235.37
7869,0,29,"Germany","0","Male",102609,1,163257.44
9047,0,38,"Spain","1","Male",86006.21,1,122021.33
4823,0,66,"Spain","1","Male",0,2,180318.6
7074,0,26,"France","1","Female",78892.23,1,23703.52
9415,0,31,"Germany","1","Male",0,1,191393.26
5473,1,59,"Germany","0","Female",121669.93,1,91.75
9696,0,28,"France","1","Female",81742.84,2,34335.55
8644,1,49,"France","1","Male",202904.64,1,17298.72
6666,1,55,"Germany","0","Female",0,1,153356.8
5006,1,45,"France","0","Female",152160.21,2,89891.4
3314,1,37,"France","0","Male",0,1,93332.64
4431,1,42,"Spain","0","Male",118307.57,1,168290.06
5553,1,39,"Spain","1","Male",141559.5,1,12538.92
4139,0,38,"Spain","0","Female",0,2,180426.2
5841,0,34,"France","1","Male",0,2,14121.61
7390,0,29,"Germany","1","Male",122028.65,1,173792.77
3678,0,38,"Germany","0","Male",117412.19,2,4888.91
9236,0,36,"Germany","1","Female",140856.16,2,78140.75
3502,0,39,"Germany","0","Female",0,2,3560
3721,0,22,"France","0","Male",134320.23,2,10078.02
3884,0,29,"France","1","Male",102490.27,1,1540.89
4178,0,30,"France","1","Female",0,1,78700.03
9841,0,45,"Spain","0","Male",133618.01,1,48545.1
4662,0,31,"France","0","Male",138317.94,1,61843.73
6815,0,42,"France","1","Male",0,2,3385.04
4982,0,39,"Germany","1","Male",122029.15,1,179673.11
3353,0,27,"France","0","Female",0,2,114685.92
3328,1,50,"Germany","0","Male",125845.66,1,9439.31
6452,0,37,"Germany","1","Male",141547.26,2,180326.83
5910,0,46,"Spain","0","Female",81742.84,2,163216.48
6918,0,28,"France","1","Female",0,2,164864.67
7504,0,24,"Germany","0","Male",143221.35,2,186035.72
9829,0,38,"Germany","0","Female",120530.13,2,109394.62
5776,1,46,"Germany","0","Female",0,1,136649.8
5255,0,37,"France","0","Female",0,2,17040.82
4499,0,31,"Germany","1","Female",128927.93,1,151280.96
9393,0,38,"Germany","0","Male",113599.42,1,11950.29
7985,0,37,"Spain","0","Female",108269.37,1,27308.58
7142,0,35,"Spain","0","Male",163764.84,1,175015.12
3027,1,30,"Germany","1","Female",112013.81,1,177772.03
4073,1,46,"Germany","1","Female",178011.5,1,8751.59
8256,0,43,"Spain","1","Male",0,2,135008.92
6297,0,31,"France","1","Male",142663.46,1,88669.89
3854,0,31,"France","0","Male",0,2,15360.91
5658,0,27,"Spain","1","Male",162702.35,2,177896.92
9266,0,32,"France","0","Female",78535.25,1,64349.6
3077,1,48,"France","1","Female",51522.75,1,157458.61
5655,0,40,"France","1","Male",165298.12,2,199862.75
5068,1,56,"Spain","1","Female",177069.24,2,161802.82
4208,0,36,"France","0","Male",144852.06,1,130861.95
9446,0,40,"France","0","Female",0,2,154189.08
3137,0,25,"Spain","0","Female",144351.86,1,116613.26
4744,1,38,"Germany","0","Female",117314.92,2,122021.33
8579,0,20,"France","0","Male",80569.73,1,78695.68
5273,0,26,"Germany","1","Female",89492.62,1,60427.3
4279,0,31,"Spain","0","Female",0,2,166720.28
4585,0,30,"France","0","Male",83765.35,2,54113.38
3946,0,39,"Germany","0","Male",119688.81,1,137041.26
7747,0,37,"France","0","Male",123081.84,2,159165.7
6649,0,37,"Germany","0","Female",135927.06,1,180890.4
3354,0,35,"Germany","0","Male",71553.83,1,177384.45
4137,0,26,"France","1","Female",0,2,78651.55
8988,0,31,"Spain","1","Male",0,2,145151.96
3223,1,32,"Germany","0","Female",102128.27,1,63981.37
8076,0,34,"Spain","1","Male",107556.06,1,154631.35
3232,0,42,"France","0","Male",163548.07,1,170138.68
7133,0,30,"Spain","1","Female",0,2,149195.44
9662,1,29,"France","0","Female",120018.86,1,147311.47
8617,0,29,"Germany","0","Female",170214.23,2,199638.56
8777,0,39,"Spain","0","Female",0,2,158948.63
8063,0,31,"Spain","1","Female",0,2,61531.86
5710,0,34,"Spain","1","Male",115557,1,127506.76
7863,0,32,"Germany","1","Male",133060.63,1,145537.32
8088,0,38,"France","1","Male",103391.38,2,90878.13
7995,0,29,"France","1","Male",128744.04,1,47454.93
6922,0,29,"France","1","Male",0,2,124489.88
6263,0,42,"Spain","1","Female",135071.12,1,137916.49
9455,1,29,"Germany","0","Female",131583.59,4,159483.76
3817,0,40,"Spain","0","Male",123859.6,1,193715
5886,0,33,"France","1","Female",125827.43,2,6129.61
5078,1,35,"France","0","Male",0,3,96528
7294,0,35,"Spain","0","Male",176273.95,1,121277.78
7900,1,44,"Spain","0","Female",27755.97,1,97468.44
6253,0,46,"France","1","Female",0,2,84694.49
7974,0,24,"Spain","1","Male",102535.57,1,189543.19
9861,1,42,"Germany","0","Female",118201.41,2,44692.63
6048,0,31,"France","1","Female",111855.04,2,36278.89
3182,0,32,"Spain","0","Female",0,2,157921.25
8468,0,28,"France","1","Male",112070.44,1,126281.83
5231,0,32,"Spain","1","Male",175214.71,1,71905.77
3958,0,33,"France","1","Male",0,2,23067.97
6118,0,50,"Spain","1","Male",0,2,124151.37
5945,0,34,"Germany","1","Male",122917.69,1,104000.06
8635,0,33,"Spain","0","Female",124832.51,1,100816.29
4290,0,38,"Spain","1","Male",139265.63,1,194690.77
7933,0,39,"France","0","Female",118201.41,1,160828.98
6845,0,46,"France","1","Male",0,2,112979.6
3183,0,41,"Germany","1","Male",176958.46,1,185599.34
5513,0,38,"Spain","0","Female",0,2,183235.33
9345,0,63,"Germany","1","Male",0,2,56323.21
5674,1,41,"France","0","Female",137891.35,1,142009.46
4154,0,39,"France","0","Male",107303.72,2,44435.76
9179,0,21,"Spain","1","Male",85109.21,1,1557.82
8498,0,34,"France","1","Female",0,1,87834.24
9509,1,59,"Germany","0","Female",101609.77,1,161479.19
4856,0,72,"Germany","0","Male",113758.48,1,84077.6
7709,0,42,"France","1","Female",171069.39,1,88689.4
4123,0,30,"France","0","Male",0,2,141860.62
9973,0,36,"Spain","1","Male",114169.16,1,147278.43
6520,0,31,"Germany","1","Male",135020.21,1,23343.18
7281,0,56,"France","0","Male",51962.91,2,45507.24
9072,0,56,"France","0","Male",0,1,91574.92
6359,0,40,"France","0","Female",0,1,72945.32
9846,0,31,"France","1","Male",93301.97,2,122221.71
6964,0,22,"Germany","0","Female",115743.6,1,43852.05
5675,0,38,"Spain","0","Female",128366.44,2,97658.66
9055,0,34,"France","1","Female",107238.85,2,192542.17
7425,1,35,"Germany","0","Female",0,2,108258.22
8936,1,44,"France","1","Male",0,1,72643.95
6259,0,48,"Germany","1","Male",130463.55,2,3154.95
6670,0,66,"France","1","Female",0,1,67622.34
5991,0,31,"France","1","Male",0,2,51620.94
8152,0,33,"Germany","1","Female",83415.04,1,74917.64
3102,0,46,"Germany","0","Female",51522.75,1,185662.84
5036,0,51,"Germany","1","Male",135161.67,1,136071.05
4426,0,28,"France","0","Female",140301.72,1,126933.73
3859,0,33,"France","1","Female",0,2,61094.53
4607,0,33,"France","0","Female",96834.78,1,108764.69
6659,0,26,"France","0","Male",0,2,176163.74
5431,0,31,"France","0","Female",0,1,182528.44
4307,0,35,"France","1","Male",172170.36,1,159777.37
4611,1,54,"France","1","Male",143966.3,2,44384.57
9795,0,28,"France","0","Male",93844.69,1,28415.36
6963,0,39,"Spain","1","Female",107553.33,1,168369.37
6690,0,37,"France","0","Male",0,2,150803.44
9962,0,28,"France","1","Male",103804.97,1,113926.31
8577,1,26,"Spain","1","Female",148610.41,1,104502.02
9298,0,41,"Spain","0","Male",111634.29,2,194310.1
4621,0,36,"Germany","0","Female",129022.06,2,89405.26
6372,0,35,"Germany","0","Female",76595.08,2,127095.14
8755,0,47,"France","0","Female",0,2,139537.43
7005,0,48,"France","0","Male",129189.15,2,170998.83
4010,0,29,"France","1","Male",0,2,9663.28
8160,0,33,"Germany","0","Male",145537.21,1,36823.28
6663,0,25,"Germany","0","Female",104833.79,2,71911.3
6271,0,27,"France","0","Male",0,2,6035.51
4806,1,44,"France","1","Female",131873.07,2,158036.72
4976,0,35,"France","1","Female",0,2,13066.3
8586,0,28,"Spain","1","Male",0,2,161954.43
9282,1,51,"Spain","0","Male",0,2,123587.83
8379,0,46,"Spain","1","Male",131414.76,1,54947.51
7982,0,33,"Germany","1","Male",191523.09,1,167058.75
7683,0,29,"France","1","Male",0,2,25514.77
5365,1,55,"France","0","Male",63127.41,2,132730.07
6423,0,47,"Germany","1","Female",125724.95,2,129563.86
7803,1,44,"France","0","Female",0,3,52411.99
4791,1,46,"Germany","0","Male",105056.13,1,139994.68
9165,0,59,"France","0","Female",0,2,171364.18
8169,0,35,"France","0","Male",0,2,128247.03
5972,0,47,"France","0","Male",142669.93,1,12016.79
7047,0,28,"France","0","Male",0,2,149331.01
4836,0,47,"France","1","Male",0,2,145338.61
7841,0,36,"France","0","Male",0,1,163116.75
9598,0,63,"Germany","1","Male",123204.88,1,100538.8
6379,1,33,"France","0","Female",0,2,196622.28
7639,1,45,"Germany","1","Female",122029.15,1,16259.64
6302,0,32,"Germany","1","Male",108078.56,1,159403.68
7941,0,34,"Germany","0","Male",152992.91,1,134691.2
8622,1,49,"France","0","Female",88915.37,1,15650.73
5745,0,32,"France","1","Male",117265.21,1,198317.23
5355,0,37,"France","1","Male",111681.98,2,86372.24
3572,1,64,"Germany","1","Female",86911.8,1,32275.09
4847,1,56,"Spain","0","Male",99340.83,1,4523.74
3920,0,25,"France","1","Female",0,1,104889.3
6053,1,53,"Germany","1","Male",141252.18,4,26116.82
6084,0,49,"Germany","1","Male",116197.65,2,86701.4
5931,0,38,"Spain","0","Female",0,2,161888.63
6628,0,39,"Spain","1","Male",121778.71,1,138399.67
9787,1,59,"Germany","0","Male",118210.42,2,195052.12
8909,1,33,"Germany","1","Female",153610.61,1,54083.8
4853,0,40,"France","1","Male",0,1,25554.4
3220,1,31,"Germany","1","Female",133003.03,1,146339.27
9041,0,40,"France","0","Male",180516.9,1,180002.42
5512,1,40,"France","0","Male",113348.14,1,31904.31
4201,0,28,"France","0","Female",112230.38,2,81723.8
6244,0,28,"France","1","Female",109118.05,1,50911.41
8285,0,42,"France","0","Female",0,2,9324.31
9029,0,48,"Spain","1","Male",146606.6,1,66331.01
5151,1,56,"France","0","Male",100374.58,1,97906.38
4118,1,34,"Germany","1","Male",126729.41,1,132979.43
9289,0,50,"Spain","0","Male",0,2,84531.79
8725,0,37,"Spain","0","Male",94901.09,1,48233.75
5192,1,45,"Spain","0","Female",114959.12,1,189362.39
3979,0,27,"Germany","1","Female",126597.89,1,33330.89
7198,0,34,"France","0","Female",131244.65,2,183229.02
4050,0,37,"Germany","1","Female",156282.79,1,45985.52
8740,1,66,"Germany","0","Female",135842.41,1,126688.83
8293,0,26,"Spain","0","Male",0,1,35113.08
6366,0,27,"Spain","1","Male",142147.32,1,77335.75
9819,0,50,"France","0","Male",0,2,37171.46
6594,0,29,"Spain","1","Male",0,2,64443.75
8158,1,34,"Germany","1","Female",148962.46,1,66389.43
6891,0,46,"Germany","0","Female",138523.2,1,80410.68
5973,1,45,"France","0","Female",105204.01,1,56388.63
4521,1,40,"France","1","Female",79951.9,1,174123.16
7918,0,46,"Spain","0","Male",121132.26,2,12761.16
7418,0,44,"Germany","0","Male",106968.96,2,151733.43
4472,0,47,"France","1","Male",0,2,13181.37
3659,0,34,"Spain","0","Female",110182.54,2,72549.27
4908,1,44,"Germany","1","Female",0,1,34265.08
8385,0,38,"France","1","Female",0,1,130474.03
5854,0,37,"Germany","1","Female",151242.48,1,103712.05
6237,0,31,"Germany","1","Female",147674.26,1,16658.76
5034,0,38,"Germany","0","Female",145081.72,2,45779.9
9671,0,43,"France","1","Male",127823.93,1,19483.35
5586,0,27,"France","1","Female",0,2,123309.57
3805,1,32,"France","0","Female",115895.22,2,4176.17
8647,0,34,"France","1","Male",94263.91,1,90059.04
9259,0,38,"France","0","Female",0,2,9015.07
7132,0,26,"Germany","1","Male",171770.55,1,164083.72
3068,0,31,"Spain","1","Male",107784.65,1,141137.53
6624,0,33,"Spain","1","Male",171646.76,1,22113.93
4308,0,33,"Spain","1","Male",0,2,76257.46
5488,0,26,"France","1","Female",123599.49,2,138423.1
9307,0,58,"France","1","Female",104796.54,1,154181.41
4846,1,49,"France","1","Female",0,3,138700.75
3567,1,56,"Germany","0","Male",151802.29,1,46791.09
9797,0,36,"France","0","Male",67226.37,1,130789.6
9478,0,47,"France","0","Male",0,1,108887.44
4838,0,40,"France","0","Female",0,3,43229.2
7447,1,46,"France","0","Male",0,2,74379.57
8132,0,31,"France","1","Female",0,2,185791.9
7107,0,43,"Spain","0","Male",146286.22,1,45610.63
6288,0,43,"France","1","Male",0,2,57553.98
4419,0,39,"Germany","1","Female",47869.69,1,168184.62
3216,1,44,"Germany","1","Female",154110.99,1,97416.34
4809,1,51,"Germany","0","Male",119741.77,2,54954.51
5967,0,76,"Spain","1","Female",111201.41,1,114732.62
5530,0,32,"France","0","Female",0,2,187172.54
5948,0,34,"France","1","Male",113958.55,1,32125.98
4738,0,31,"Spain","0","Female",128486.11,1,179227.12
8918,1,44,"France","1","Female",126547.8,1,79579.94
9105,0,31,"France","1","Male",115934.74,1,139059.05
3614,1,50,"Germany","1","Male",0,2,57904.22
5729,0,38,"Spain","0","Male",0,1,128123.66
3092,1,47,"Spain","0","Female",63488.7,1,28640.92
9659,0,28,"Spain","0","Male",0,2,176750.81
5889,0,26,"Germany","0","Male",0,2,64139.1
7275,0,29,"France","1","Male",0,2,134878.34
8523,0,31,"Spain","1","Female",0,1,79270.02
6050,0,43,"France","1","Female",106870.12,2,100564.37
5898,0,32,"Germany","0","Male",99004.24,1,67789.99
7952,0,39,"France","1","Female",0,2,64679.3
