"ID","Tenure","NetPromoterScore","TransactionFrequency","Age","ComplaintsCount","EstimatedSalary","AvgTransactionAmount","DigitalEngagementScore","CreditScore","Balance","NumOfProducts","Gender","EducationLevel","LoanStatus","Geography","HasCrCard","IsActiveMember","CustomerSegment","MaritalStatus","SavingsAccountFlag","Exited","Outlier_LOF","Outlier_Mahalanobis","Outlier_Mahalanobis_Rob","Num_Metodos_Outlier"
6691,4,0,33,40,2,95124.4,63.8103940770284,79,525,170491.84,1,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
8094,8,7,26,55,0,119439.66,104.500869393535,46,658,119327.93,1,"Female","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8778,5,8,39,39,0,100060.54,80.6494749938195,56,637,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6338,5,10,22,32,0,131625.14,118.029269751325,64,733,0,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3713,8,10,35,38,0,108761.05,60.927801734809,44,608,134096.53,2,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7061,10,8,37,30,0,37662.49,105.136985781619,66,728,114835.43,1,"Male","High School","Active loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5518,6,9,31,26,0,158697.28,139.626550145274,71,725,84468.67,2,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
3200,2,7,18,24,0,52795.15,129.466632130912,71,683,86911.8,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6309,2,5,30,27,0,69228.2,67.7450962746001,73,544,135795.63,1,"Male","High School","Active loan","Germany","0","0","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
3993,3,3,26,32,1,160129.99,71.6530689878612,68,651,0,2,"Female","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3258,9,8,39,41,0,64595.25,107.099389460784,77,773,102827.44,1,"Male","High School","No loan","Spain","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4404,0,2,25,42,0,95007.8,64.7218537191005,19,714,122501.28,2,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4963,5,8,38,31,0,145004.39,103.642930678738,44,687,0,2,"Female","University","No loan","Spain","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5941,3,8,22,27,0,32454.26,81.7122684368265,78,680,24043.45,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4136,10,10,27,30,0,31805.49,66.7654922924642,60,694,144684.03,1,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
6077,5,5,33,38,0,16910.98,75.4886022007902,71,706,163034.82,2,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7565,2,2,27,40,0,116766.79,161.865948241273,76,665,173432.55,1,"Female","High School","Active loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5527,4,8,38,67,0,118607.4,34.6419244262777,43,670,158719.57,1,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3612,3,10,39,42,0,3894.34,48.2548437309437,57,522,0,2,"Female","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4435,9,8,27,44,0,66462.79,193.844664446067,43,738,0,2,"Male","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
4923,9,10,23,38,0,96420.58,74.8772879943002,73,644,128743.55,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6727,5,8,26,44,0,168781.8,129.183942681754,89,634,115345.86,2,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6687,7,8,24,76,0,64872.33,51.1535896609426,39,625,121313.88,1,"Male","High School","Active loan","France","0","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
8178,1,0,34,38,4,100982.93,56.0897877931445,67,532,149950.19,1,"Male","Other","Default risk","France","1","0","High Net Worth","Widowed","0",1,FALSE,TRUE,FALSE,1
3290,5,1,39,35,2,57064.57,31.5922113876424,42,591,0,2,"Female","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3466,3,9,30,35,0,24799.47,84.7330206074623,45,580,136281.41,2,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5536,6,10,21,56,0,127630.88,52.8651201845921,33,631,88161.85,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7910,7,10,26,30,0,155593.74,84.6627902884256,85,802,0,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9229,9,2,25,38,0,30529.88,93.8842628752072,70,829,129299.28,2,"Male","High School","No loan","France","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
9033,3,10,31,32,0,129353.21,158.324628691267,58,521,136555.01,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4928,4,10,31,37,0,85801.77,104.757023483581,50,797,75263.7,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7105,7,4,28,29,0,43480.63,114.463612238439,52,450,117199.8,1,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
7963,7,10,45,62,0,64490.67,154.741719461062,46,550,80927.56,1,"Male","University","No loan","Spain","0","1","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
5329,6,10,40,34,0,90346.1,140.354819316715,80,760,58003.41,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7738,1,9,23,52,0,28257.63,118.231460561392,45,667,119266.69,1,"Male","High School","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8003,1,8,22,44,0,2923.61,109.258127543903,60,430,118894.22,1,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4064,8,6,31,54,0,162719.69,117.922509516573,83,664,113143.12,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
6220,8,10,39,38,0,86575.46,275.677005847115,69,559,95139.41,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6068,2,10,25,72,0,140460.01,132.21235347563,50,783,121215.9,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7114,3,9,26,34,0,88743.99,179.985040474807,47,850,129668.43,2,"Female","High School","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3950,4,3,45,58,1,129933.5,76.4874176357073,43,742,132116.13,2,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
9172,4,9,25,29,0,88866.92,103.058592045203,94,623,0,2,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8059,2,9,35,41,0,41879.99,153.237696417136,50,561,93925.3,1,"Male","High School","No loan","Germany","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
9980,5,0,34,26,4,78854.57,91.9965795292328,68,437,120923.52,1,"Female","Other","Default risk","Spain","0","1","High Net Worth","Widowed","0",0,FALSE,TRUE,FALSE,1
7163,2,0,36,41,2,3159.15,122.508854860532,63,726,0,1,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
3878,8,7,25,33,0,41365.85,132.605165598244,63,487,145729.71,2,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6804,3,1,24,39,2,157648.12,99.4151469134452,43,756,100717.85,3,"Female","Postgraduate","Default risk","Germany","1","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
6677,9,4,25,47,0,187943.6,82.3942190034438,67,650,0,1,"Male","High School","Active loan","Spain","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7247,6,8,37,47,0,50249.16,110.772604662031,50,667,146034.74,1,"Female","High School","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9239,1,4,29,38,0,159649.44,155.512819532561,51,652,0,1,"Female","High School","Active loan","Spain","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
7567,6,10,34,63,0,98348.66,82.4318001029966,64,529,93616.35,2,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8111,1,7,20,44,1,157564.75,59.2288681991148,75,733,118392.75,1,"Female","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0",0,TRUE,FALSE,FALSE,1
7440,1,4,38,36,0,194660.78,130.531482516654,59,577,146547.78,3,"Male","High School","Active loan","France","0","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
3161,2,9,28,32,0,8567.18,108.964525486013,59,687,92616.64,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3421,2,9,40,37,0,188366.04,118.323076004319,46,515,151772.63,4,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",1,FALSE,TRUE,FALSE,1
5492,2,8,33,31,0,28123.99,89.1402135343321,38,468,0,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5077,8,8,27,37,0,192156.54,126.39802236266,62,757,185648.56,1,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
3633,8,8,35,42,0,91981.85,55.2056369858902,83,682,0,1,"Female","University","No loan","France","0","1","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
8361,4,10,24,41,0,142956.48,73.063029925362,37,791,150300.65,2,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9987,1,5,34,38,0,1187.88,165.961774126467,94,550,85818.18,2,"Male","High School","Active loan","France","1","0","Affluent","Single","1",0,TRUE,FALSE,FALSE,1
8162,7,10,22,32,0,89543.25,205.433728279649,38,499,84102.11,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5008,7,10,40,23,0,120380.12,68.7829067928564,67,604,124548.99,2,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3044,2,10,36,33,0,115333.43,176.550616495155,54,652,0,1,"Female","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3224,6,9,28,56,0,118029.09,80.6838468755395,76,748,165298.12,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8128,1,2,26,33,0,49492.15,58.9689462514592,65,655,116114.93,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3912,2,8,32,30,0,65464.66,57.0977888127171,65,716,170113,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5599,4,5,30,29,0,27448.33,117.549251764738,87,630,74812.84,1,"Female","High School","Active loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5881,10,8,27,71,0,129984.2,146.173541088899,40,604,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9540,1,8,37,30,0,126172.11,77.0491453550103,80,727,0,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7313,4,7,24,43,0,194691.95,311.487803042488,69,481,141784.02,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3683,2,10,23,35,0,139083.7,114.583132969116,77,731,127862.93,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8571,9,10,26,44,0,117031.2,44.5628654186306,54,709,128601.98,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3056,3,10,28,66,0,43480.63,201.742612039831,66,619,0,2,"Female","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8398,8,10,30,33,0,42581.09,137.416570936227,86,757,122088.67,1,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
8521,2,5,31,50,0,152987.42,83.0622481978412,49,735,0,2,"Male","High School","No loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7750,9,9,33,31,0,41291.73,170.100165108972,58,668,0,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7325,2,10,29,39,0,180022.39,105.844236372512,50,664,109724.38,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5423,4,9,35,35,0,199464.08,168.208631433637,60,619,96679.71,1,"Male","High School","No loan","Spain","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5328,5,10,27,39,0,14559.62,65.6875180796255,64,658,123948.85,1,"Female","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4758,3,9,33,37,0,182624.93,46.2009050334526,54,648,122689.51,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4544,2,9,28,33,0,153295,79.9546829357798,71,663,0,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5708,8,2,23,56,1,130846.79,63.4758670928903,45,632,137464.04,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
9008,9,9,31,35,0,66331.01,19.7033865678633,42,447,0,2,"Female","High School","No loan","France","0","1","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
9164,7,8,28,22,0,105149.8,66.4609817777822,66,829,150126.44,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
4458,7,3,31,52,1,23904.52,135.106879758266,62,619,124099.13,1,"Male","Postgraduate","Active loan","Germany","0","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3649,6,5,29,40,0,28280.8,166.232066470208,67,655,107784.65,1,"Female","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
3163,5,7,32,32,0,116957.6,138.87063130052,74,595,92961.61,1,"Male","High School","Active loan","France","1","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
8605,2,1,29,56,2,17384.21,74.4370833454614,46,667,168883.08,1,"Female","High School","Active loan","Spain","0","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
6541,4,3,27,54,1,5558.47,110.696815898234,63,700,111096.91,1,"Male","Postgraduate","Active loan","France","0","0","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
6257,0,0,37,41,2,73669.94,49.5417576931413,65,533,135290.42,2,"Female","Postgraduate","Default risk","France","0","1","High Net Worth","Divorced","0",1,FALSE,FALSE,FALSE,0
3656,9,4,26,41,0,22710.72,96.2913855035593,37,770,0,2,"Female","High School","Active loan","France","0","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
3820,3,2,21,39,0,33949.67,74.2881477485635,78,782,0,1,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5522,10,1,15,32,2,95393.43,160.61372250384,59,735,85534.83,1,"Female","Postgraduate","Default risk","Spain","0","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
7451,2,6,35,36,0,107948.72,130.972501811088,43,592,104702.65,2,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6610,9,5,35,34,0,107876.91,84.9128222958531,72,678,0,2,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7877,9,2,33,54,0,73133.82,116.241596143513,80,687,0,2,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
9546,9,8,33,39,0,59636.43,145.834977870537,93,755,114739.92,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
4711,4,10,24,38,0,125953.83,59.954520454017,65,724,142880.28,3,"Female","University","No loan","France","0","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
7599,5,8,29,25,0,126838.7,121.233454833943,50,579,0,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3669,1,10,40,34,0,180844.81,90.7186440892555,75,702,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3812,9,10,32,39,0,172939.3,104.706759639253,72,679,153316.14,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
7244,1,1,35,24,2,162699.7,64.0066270594995,52,477,95675.62,2,"Female","High School","Active loan","Germany","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
5141,4,8,35,39,0,10160.23,155.567123713763,67,495,0,2,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
5317,9,0,29,54,3,179485.96,97.8559084290142,48,634,108632.48,1,"Male","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0",1,FALSE,FALSE,FALSE,0
5765,4,10,25,18,0,47799.15,159.442874611645,42,738,0,2,"Female","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
5723,9,8,38,33,0,65611.01,67.9948899866224,82,588,150186.22,2,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3372,6,1,36,48,2,182650.15,100.664060203957,75,659,0,2,"Male","Postgraduate","Default risk","Germany","1","0","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3517,3,9,28,20,0,103456.47,104.908175546259,43,596,0,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8176,7,9,29,55,0,95022.02,45.3971180243957,54,624,118793.6,1,"Male","High School","No loan","France","1","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
7173,6,9,40,33,0,65501.91,82.9619758141492,71,684,174912.72,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3471,7,3,29,47,1,158043.11,210.223776270299,38,633,141546.35,1,"Male","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
6420,2,9,30,38,0,87168.46,47.0240294347951,37,462,0,2,"Male","High School","No loan","France","0","0","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7780,9,10,27,44,0,38433.35,110.893429173795,72,571,0,2,"Male","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7680,8,0,35,21,5,137519.92,261.795456369389,47,727,153344.72,2,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0",0,FALSE,TRUE,FALSE,1
9462,2,8,41,34,0,40807.26,262.48747853466,56,599,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3720,7,5,25,25,0,124382.9,315.775992506437,67,692,157228.61,2,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,TRUE,FALSE,1
8195,2,6,35,49,0,182765.14,69.6661573221017,62,521,127948.57,1,"Female","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
5647,6,8,37,30,0,101314.65,59.0815839464144,52,724,115315.04,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5028,1,4,37,39,0,150245.81,146.453237304326,49,746,133800.98,1,"Female","High School","Active loan","Spain","0","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
3304,2,4,27,39,0,9234.06,90.8299679471248,61,562,139443.75,2,"Male","High School","Active loan","Spain","1","0","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4807,6,9,32,48,0,11950.29,103.249422875274,49,850,111962.99,1,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7929,7,8,25,36,0,47318.75,200.511682400712,88,677,0,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8814,4,8,27,40,0,21085.12,84.4514906008105,75,656,163549.63,2,"Female","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5826,2,6,42,32,0,62282.99,87.9195269951763,65,622,179305.09,1,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
9081,1,9,22,28,0,73275.96,41.337803306867,68,745,106831.69,1,"Female","High School","No loan","Spain","1","0","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
7196,10,7,24,26,1,103832.58,39.2318477166075,70,509,0,2,"Male","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0",0,TRUE,FALSE,FALSE,1
7009,0,10,24,36,0,55835.66,53.2491275468903,71,643,148159.71,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8145,6,4,36,69,0,36108.5,38.0320984921626,69,718,163975.09,1,"Male","High School","Active loan","Spain","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7702,2,10,27,36,0,3830.59,121.810604412072,65,512,107926.02,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7276,5,9,34,41,0,120906.83,51.1772911513687,62,722,0,2,"Male","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6365,3,0,26,50,3,132649.85,35.1872979239693,78,749,0,2,"Female","Other","Default risk","France","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
4920,6,10,27,58,0,151146.67,81.7003119201088,62,663,98723.67,1,"Female","University","No loan","Germany","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7635,1,9,31,25,0,183656.12,74.069030755369,63,531,90217.07,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
5761,5,10,30,48,0,156618.38,94.7761589376663,55,495,127146.68,1,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
9970,9,4,31,19,0,92664.09,47.0547768408611,32,472,0,2,"Male","High School","Active loan","Spain","1","0","Affluent","Single","0",0,TRUE,FALSE,FALSE,1
8026,4,1,27,29,2,10417.87,266.717652983128,60,832,93833.86,1,"Male","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
3703,6,9,23,39,0,1710.89,84.5543958805505,81,833,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7439,5,10,26,46,0,179843.33,87.4838464213941,65,647,0,3,"Female","University","No loan","France","1","1","Mass Market","Married","1",0,TRUE,FALSE,FALSE,1
3076,10,4,29,51,0,4888.91,63.7640996242249,70,727,0,2,"Female","High School","Active loan","Spain","0","1","Affluent","Single","0",0,FALSE,FALSE,FALSE,0
4231,3,8,23,38,0,119882.86,88.5952908873908,57,637,104339.56,1,"Male","University","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8411,10,1,35,49,2,107787.42,133.00752577428,30,705,0,2,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",1,TRUE,FALSE,FALSE,1
8085,0,9,24,31,0,175380.77,58.4218852933428,61,650,108632.48,1,"Male","High School","No loan","Spain","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
9919,6,10,30,30,0,188809.23,114.244347099772,55,727,86449.39,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
4405,5,9,31,48,0,57962.41,99.8919701505689,67,593,128345.69,1,"Female","High School","Active loan","Germany","0","0","Affluent","Divorced","0",0,FALSE,FALSE,FALSE,0
8117,6,9,29,43,0,89543.25,86.2455129794338,41,542,113567.94,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7297,3,10,25,31,0,124202.26,97.2506903067146,48,516,0,2,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7085,4,8,27,39,0,185830.72,145.250496637272,82,683,122028.65,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
8761,2,5,23,43,0,78899.22,63.8703029280381,57,599,0,2,"Male","High School","Active loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4705,4,4,33,56,0,84383.22,136.456577563174,55,651,0,1,"Female","High School","Active loan","France","0","0","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
8159,8,9,36,52,0,61977.82,104.237647752931,63,642,117494.27,1,"Male","High School","No loan","France","0","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7338,1,9,29,30,0,112222.64,59.2228924374035,46,762,53013.29,2,"Male","High School","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6576,5,5,19,53,0,128019.48,93.918600882797,45,666,99786.07,1,"Male","High School","Active loan","France","0","0","Affluent","Single","1",1,FALSE,FALSE,FALSE,0
7000,3,10,25,28,0,67110.59,207.990199064698,61,516,136188.78,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",1,FALSE,FALSE,FALSE,0
4127,2,7,40,59,0,179673.11,121.376947574778,47,708,126608.37,1,"Female","High School","Active loan","France","1","0","Affluent","Single","0",1,FALSE,FALSE,FALSE,0
8053,1,8,24,52,0,27619.06,225.131562291845,81,678,117864.85,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3400,1,10,24,34,0,16897.19,73.1450992293458,55,679,0,1,"Male","High School","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
7098,1,3,32,21,1,70174.03,105.677830743005,74,693,0,2,"Female","Other","Default risk","France","1","1","High Net Worth","Widowed","0",0,FALSE,FALSE,FALSE,0
4698,9,1,30,30,2,74169.13,135.578888997691,69,628,0,2,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0",0,FALSE,FALSE,FALSE,0
9899,8,10,23,43,0,10350.74,148.243270623071,63,660,145618.37,2,"Female","University","No loan","France","0","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
3981,3,9,31,35,0,112331.19,146.939626985391,80,584,151858.98,1,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
7311,5,5,33,43,0,98896.06,32.2011753351765,88,714,141173.03,1,"Male","High School","No loan","France","1","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
4722,9,5,35,29,0,61315.37,87.0830884748835,79,711,0,2,"Male","High School","Active loan","France","0","1","Affluent","Single","1",0,FALSE,FALSE,FALSE,0
8115,2,8,22,22,0,151146.67,75.3647327151224,63,624,123401.43,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
6495,2,8,24,46,0,155700.15,84.0946836982444,58,663,141726.88,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0,FALSE,FALSE,FALSE,0
