"ID","X","Tenure","NetPromoterScore","TransactionFrequency","Age","ComplaintsCount","EstimatedSalary","AvgTransactionAmount","DigitalEngagementScore","CreditScore","Balance","NumOfProducts","Exited","Gender","EducationLevel","LoanStatus","Geography","HasCrCard","IsActiveMember","CustomerSegment","MaritalStatus","SavingsAccountFlag"
4217,2593,2,9,26,40,0,15846.42,91.3152709307393,59,773,0,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
7122,2594,4,9,31,40,0,191521.32,41.9856799871197,60,472,0,1,0,"Female","High School","Active loan","Spain","1","0","Affluent","Single","1"
3252,2595,2,9,19,38,0,171960.76,113.722008755816,46,850,135903.33,1,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
3302,2596,8,10,30,34,0,68106.29,85.9907190784278,57,549,199229.14,2,0,"Female","University","No loan","Spain","0","0","Mass Market","Married","1"
3964,2597,2,1,33,29,2,25445,174.780931135311,55,602,68927.57,1,0,"Female","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0"
7108,2598,2,7,23,28,1,75232.02,142.011459386262,50,806,137794.18,1,0,"Male","Postgraduate","Active loan","Spain","0","1","High Net Worth","Divorced","0"
5416,2599,9,3,29,26,1,179365.1,84.6429568324855,55,850,62610.96,2,0,"Female","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0"
8202,2600,8,4,26,35,0,161051.75,81.4331809132096,54,609,141792.61,1,0,"Female","High School","Active loan","Germany","1","0","Affluent","Single","0"
8014,2601,5,4,25,40,0,166305.16,68.7255258096516,37,675,0,3,1,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
4588,2602,3,7,35,40,0,138351.68,145.887821375397,86,696,153639.11,1,0,"Male","High School","Active loan","Spain","1","0","Affluent","Single","0"
3727,2603,9,9,25,41,0,30546.4,84.3094374714863,84,508,0,1,0,"Male","High School","No loan","Spain","0","1","Mass Market","Married","1"
9568,2604,9,8,33,26,0,99128.13,134.419245382493,46,624,74681.9,2,0,"Male","University","No loan","France","0","0","Mass Market","Married","1"
9790,2605,0,9,29,32,0,15801.02,132.63178457302,39,655,0,2,0,"Female","High School","No loan","Spain","0","1","Mass Market","Married","1"
8744,2606,7,10,25,47,0,4523.74,67.7329593421789,53,669,141784.02,2,0,"Male","High School","Active loan","Spain","1","1","Affluent","Single","1"
5936,2607,7,10,23,39,0,110114.19,87.6701502679185,70,666,155062.8,1,0,"Female","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0"
9419,2608,0,6,35,30,0,176858.5,74.1653132496394,57,588,115007.08,1,0,"Male","High School","Active loan","Spain","1","1","Affluent","Single","0"
7382,2609,9,8,27,43,0,48963.59,98.6260093932247,64,596,0,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3639,2610,4,9,34,44,0,24208.84,146.66130192041,74,681,91115.76,2,1,"Female","High School","Active loan","Germany","0","0","Affluent","Single","1"
8800,2611,9,8,19,32,0,10023.15,212.536334864429,43,645,0,2,0,"Male","University","No loan","France","0","0","Mass Market","Married","1"
6837,2612,1,5,19,35,0,102428.51,93.921971054811,53,679,97560.16,1,0,"Male","High School","Active loan","France","0","1","Affluent","Single","1"
3574,2613,4,10,23,57,0,33075.24,58.6115090887976,61,491,0,1,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
7478,2614,6,9,25,45,0,108040.86,198.728396059223,66,767,139914.6,4,1,"Male","High School","Active loan","Germany","1","0","Mass Market","Divorced","0"
6245,2615,1,4,35,32,0,87566.97,217.490369775254,59,606,106301.85,2,0,"Female","High School","Active loan","Germany","0","0","Affluent","Single","1"
5554,2616,1,8,27,46,0,41788.25,129.438170820207,61,498,91857.66,2,1,"Male","University","No loan","France","1","1","Mass Market","Married","1"
4770,2617,5,0,47,37,3,110953.33,119.357222377446,65,697,142688.57,2,0,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0"
8067,2618,7,10,38,36,0,155743.48,104.496981694584,61,621,125265.61,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
5661,2619,6,8,32,55,0,196112.45,97.9626541515112,52,627,0,1,1,"Female","University","No loan","Germany","0","1","Mass Market","Married","1"
3489,2620,7,9,31,40,0,173245.68,37.0387206581015,37,601,127847.86,1,0,"Male","University","No loan","France","0","0","Mass Market","Married","1"
8575,2621,4,10,25,29,0,106892.91,158.737055380469,55,631,115144.68,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
8200,2622,6,6,34,42,0,172149.76,176.739302508991,79,739,0,2,0,"Male","High School","No loan","France","1","0","Affluent","Single","1"
6078,2623,8,8,30,37,0,80698.54,92.1824327616625,61,540,98400.61,1,0,"Female","High School","No loan","Spain","0","1","Mass Market","Married","1"
3362,2624,7,6,37,34,0,10333.78,61.7701263027848,46,769,137239.17,2,1,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
8185,2625,1,10,42,37,0,161242.99,133.514602065511,42,531,0,1,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
3523,2626,4,6,29,37,0,19842.11,71.0069279271881,60,681,121231.39,1,0,"Female","University","No loan","Germany","0","1","Mass Market","Married","1"
8934,2627,7,10,24,56,0,122398.84,58.5148081241736,60,678,0,2,0,"Male","University","No loan","Spain","0","1","Mass Market","Married","1"
8106,2628,0,2,29,40,0,62232.6,91.9475599665427,57,610,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
7347,2629,3,0,35,20,5,37141.62,183.858451877396,65,714,56580.95,1,0,"Female","Postgraduate","Default risk","Germany","1","0","High Net Worth","Divorced","0"
3799,2630,9,8,33,38,0,81548.38,174.238900325599,80,595,150463.11,2,0,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
5466,2631,1,3,20,28,1,19262.05,86.670691494255,69,579,110245.13,1,0,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0"
9402,2632,5,10,25,35,0,142754.71,92.3757735715379,84,632,109628.44,1,0,"Male","Postgraduate","No loan","France","0","1","High Net Worth","Married","1"
5717,2633,1,8,38,24,0,22527.27,54.0973100757992,54,684,143582.89,1,0,"Male","University","No loan","Spain","1","1","Mass Market","Married","1"
6007,2634,2,6,36,34,0,136028.97,113.469686402787,58,763,0,2,0,"Male","High School","Active loan","France","1","1","Affluent","Single","0"
4193,2635,9,7,39,51,0,72628.84,86.8121770155786,80,575,95560.04,1,1,"Female","High School","Active loan","Germany","0","0","Affluent","Single","0"
9203,2636,7,10,30,35,0,193793.78,112.341304826754,58,621,107363.29,1,0,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0"
9017,2637,5,10,24,38,0,164253.35,162.342024411363,78,762,0,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
8602,2638,9,9,29,39,0,85687.09,182.206065088801,56,444,46323.57,1,0,"Female","High School","No loan","France","1","1","Affluent","Single","1"
7572,2639,7,4,29,35,0,155023.93,101.449188207603,44,686,0,2,0,"Male","High School","No loan","France","1","0","Affluent","Single","1"
7725,2640,3,8,31,54,0,156910.46,89.3806751195228,76,435,0,1,1,"Male","University","No loan","France","1","0","Mass Market","Married","1"
7381,2641,5,10,30,35,0,98320.27,36.5582139381597,51,704,0,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
3260,2642,2,9,23,36,0,26025.6,131.114863169249,83,818,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3350,2643,10,10,34,32,0,180197.74,60.8994848864676,57,526,0,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
6329,2644,6,4,27,41,0,74692.06,74.5112836789127,82,640,144974.55,1,0,"Male","High School","No loan","Spain","0","1","Affluent","Single","1"
8410,2645,0,4,28,24,0,150548.5,48.8454401956244,53,646,92398.08,2,0,"Female","Postgraduate","Active loan","Spain","0","0","High Net Worth","Divorced","0"
6290,2646,6,9,25,40,0,150659.35,76.840043026871,58,838,61671.19,1,1,"Female","University","No loan","Spain","0","1","Mass Market","Married","1"
3672,2647,3,9,37,72,0,149922.38,196.875185631751,71,782,148666.99,1,1,"Female","University","No loan","Germany","0","1","Mass Market","Married","1"
6724,2648,6,8,39,51,0,56767.67,102.717306066409,46,461,119889.84,1,1,"Female","University","No loan","France","0","0","Mass Market","Married","1"
3730,2649,6,9,39,41,0,20393.44,103.605254449591,70,479,125920.98,1,0,"Male","High School","No loan","Spain","1","1","Mass Market","Married","1"
4932,2650,0,0,28,42,5,129525.5,78.7732360109311,64,530,139659.04,1,0,"Male","Other","Default risk","Germany","1","0","High Net Worth","Widowed","0"
8179,2651,5,10,28,26,0,197001.15,61.2633243772578,45,630,129837.72,1,0,"Male","University","No loan","France","0","1","Mass Market","Married","1"
3735,2652,3,8,37,33,0,12833.96,85.7192684553933,82,497,0,2,0,"Male","University","No loan","Spain","0","1","Mass Market","Married","1"
3527,2653,6,0,39,45,4,146372.51,120.609657034568,52,617,124240.93,1,0,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0"
4274,2654,5,9,29,44,0,45611.51,150.238728875662,46,791,0,2,1,"Female","High School","No loan","France","0","1","Mass Market","Married","1"
9332,2655,3,9,29,52,0,85687.09,200.53390942877,89,540,72309.3,1,1,"Male","Postgraduate","Active loan","Spain","1","1","High Net Worth","Divorced","0"
8971,2656,2,8,35,42,0,77502.56,56.8372708063202,47,707,16893.59,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
5487,2657,2,9,40,28,0,174667.65,100.089466742933,59,534,81951.74,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
5467,2658,0,9,29,32,0,120138.27,55.9848023312864,72,606,136658.61,1,0,"Male","High School","Active loan","France","1","1","Affluent","Single","0"
8890,2659,3,10,33,31,0,59927.99,94.5927923959026,56,641,153316.14,1,0,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
3207,2660,1,9,34,54,0,105221.76,249.631817701097,48,678,123699.28,2,0,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
8965,2661,4,2,22,20,0,136197.65,97.1459667312447,31,536,0,1,0,"Female","University","No loan","Spain","0","1","Mass Market","Married","1"
8011,2662,4,9,26,51,0,118545.49,87.9195269951763,58,576,124425.99,2,1,"Male","High School","No loan","Germany","0","0","Affluent","Single","1"
9241,2663,2,8,26,42,0,17512.53,117.209965013198,57,723,99095.73,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3451,2664,1,0,28,46,3,65565.92,78.4064761182178,34,620,0,2,0,"Female","Other","Default risk","France","1","0","High Net Worth","Widowed","0"
6957,2665,0,9,37,36,0,121821.16,159.769071565311,46,738,178317.6,1,0,"Male","High School","No loan","Spain","1","1","Affluent","Single","1"
9187,2666,9,10,35,41,0,157072.91,214.010174019936,78,625,0,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
5381,2667,3,2,31,36,0,42581.04,115.349685592922,59,664,115462.02,1,0,"Male","High School","Active loan","Germany","0","1","Affluent","Single","0"
3315,2668,2,9,24,30,0,3430.38,69.0661963402605,38,831,86911.8,1,0,"Female","High School","Active loan","Spain","0","0","Affluent","Single","0"
4631,2669,1,0,44,40,3,102085.35,122.423276165167,58,699,122038.34,1,0,"Female","Other","Default risk","France","1","1","High Net Worth","Widowed","0"
6159,2670,6,8,28,40,0,62375.1,57.9158850895283,74,521,112701.04,1,0,"Male","University","No loan","France","0","0","Mass Market","Married","1"
3617,2671,2,4,21,38,0,180142.42,80.6721977643795,52,451,0,2,0,"Female","High School","Active loan","France","1","1","Affluent","Single","0"
9209,2672,6,5,33,36,0,47031.4,77.8604083836863,42,638,188455.19,1,1,"Male","High School","No loan","France","0","0","Affluent","Single","1"
3054,2673,8,8,28,51,0,162668.33,73.1043364386991,62,644,0,1,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
5181,2674,4,4,20,64,0,152273.57,153.771800147724,90,598,62979.93,1,0,"Male","High School","Active loan","Spain","1","0","Affluent","Single","0"
6198,2675,9,0,33,34,3,3497.43,53.0200146319579,95,495,127864.4,1,1,"Female","Other","Default risk","Germany","1","1","High Net Worth","Widowed","0"
6142,2676,3,0,23,43,3,122937.57,84.8541391612369,76,628,184926.61,1,0,"Male","Other","Default risk","France","1","0","High Net Worth","Widowed","0"
7413,2677,1,6,40,40,0,17034.37,107.66307025947,50,551,0,1,1,"Male","High School","Active loan","France","1","0","Affluent","Single","0"
4551,2678,3,10,18,38,0,38434.73,180.604327101244,67,548,178056.54,2,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
3718,2679,10,4,27,38,0,152855.96,163.967655766624,49,583,0,2,0,"Female","High School","Active loan","France","1","0","Affluent","Single","1"
9414,2680,9,3,29,35,1,185360.4,224.131029693808,50,529,68065.8,1,1,"Male","Postgraduate","Active loan","Germany","1","0","High Net Worth","Divorced","0"
5812,2681,2,9,30,35,0,122254.86,253.700771309092,71,835,133161.95,2,0,"Male","High School","Active loan","France","0","1","Affluent","Single","1"
9936,2682,9,1,33,30,1,157884.83,136.929510738622,79,662,0,2,0,"Female","Postgraduate","Default risk","Spain","0","1","High Net Worth","Divorced","0"
4402,2683,4,10,28,35,0,82900.25,52.0080704888815,70,655,106405.03,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
8255,2684,1,5,30,33,0,174431.01,63.970234714855,76,626,0,2,0,"Male","High School","Active loan","France","0","1","Affluent","Single","1"
6139,2685,8,9,26,36,0,70240.79,66.6153176305754,93,584,0,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
6593,2686,1,8,19,32,0,9015.07,229.258228058218,66,564,0,2,0,"Female","University","No loan","Germany","1","0","Mass Market","Married","1"
9037,2687,9,0,26,37,4,55857.48,101.617042915843,61,504,96951.21,1,1,"Male","High School","Active loan","Spain","0","1","Affluent","Single","0"
8864,2688,5,8,36,61,0,29132.43,77.0918034073286,72,719,0,1,0,"Male","University","No loan","France","0","1","Mass Market","Married","1"
7219,2689,4,3,30,48,1,78268.61,99.1523802952716,94,523,0,2,0,"Male","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0"
8756,2690,2,9,28,54,0,130805.54,86.8944279434082,76,734,0,1,1,"Female","High School","No loan","France","1","0","Affluent","Single","1"
9065,2691,9,9,34,36,0,19262.05,73.9502200293401,63,711,128793.63,1,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
3114,2692,2,9,25,34,0,191387.76,49.8584979851614,39,724,134603.88,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3739,2693,4,5,30,34,0,194493.57,126.074017536617,65,459,133994.52,1,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
9310,2694,7,4,32,24,0,97794.71,77.2848592700721,72,701,122359.5,1,0,"Female","High School","Active loan","Spain","1","0","Affluent","Single","1"
4869,2695,3,9,24,62,0,105986.01,132.532973388589,26,562,0,2,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
9449,2696,8,10,30,35,0,22499.29,88.8736633804754,76,602,0,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
7203,2697,6,10,34,35,0,145567.34,53.10441891454,67,757,105864.6,2,0,"Female","High School","No loan","Germany","0","0","Mass Market","Married","1"
7485,2698,5,10,29,34,0,191092.62,70.7696140539323,81,478,128270.56,2,0,"Male","University","No loan","France","0","0","Mass Market","Married","1"
9883,2699,4,4,23,35,0,174969.92,203.894138655926,59,490,108269.2,2,0,"Female","High School","Active loan","Germany","1","0","Affluent","Single","0"
8922,2700,2,2,22,36,0,5240.53,111.906807775568,49,637,129804.17,1,0,"Male","High School","Active loan","France","1","0","Affluent","Single","1"
6570,2701,4,5,26,32,0,13238.93,132.337320061235,68,787,0,2,0,"Female","High School","Active loan","France","1","1","Affluent","Single","1"
8516,2702,2,10,38,38,0,150679.65,207.159693287644,61,556,135071.12,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
9213,2703,6,8,28,31,0,135815.38,178.98030026843,46,669,113000.66,1,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
7754,2704,1,4,32,71,0,107236.87,140.650032228092,72,850,0,2,0,"Male","High School","Active loan","France","1","1","Affluent","Single","0"
3893,2705,5,0,33,31,3,125222.36,153.713211922281,44,644,0,2,0,"Male","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0"
3543,2706,4,6,24,33,0,67879.8,121.348392422955,49,534,0,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
9850,2707,7,3,27,31,1,113163.17,67.4498062112475,65,648,173459.45,2,0,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
5320,2708,9,4,27,62,0,121763.68,42.4721942159931,56,794,119741.77,2,1,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
7375,2709,4,0,25,33,2,49418.87,156.093367718259,49,573,152522.47,1,1,"Male","Postgraduate","Default risk","Germany","0","1","High Net Worth","Divorced","0"
9054,2710,4,0,25,29,3,9796.69,87.4748116273307,57,673,146343.98,2,0,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0"
5457,2711,5,9,26,33,0,122949.71,71.3262370233435,55,635,0,2,0,"Female","High School","No loan","France","1","1","Affluent","Single","1"
7922,2712,5,9,33,65,0,48071.61,148.043357328608,58,723,0,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
4088,2713,1,10,30,31,0,54439.53,83.8118202252985,65,817,117020.08,2,0,"Male","University","No loan","Germany","0","0","Mass Market","Married","1"
5982,2714,5,10,34,43,0,52795.56,153.4841108578,48,581,44582.07,3,1,"Female","High School","No loan","France","1","1","Mass Market","Married","1"
3162,2715,9,9,36,33,0,165693.06,194.258572292588,55,643,100606.02,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
4564,2716,8,8,20,40,0,196226.38,64.8761636158597,54,688,150679.71,2,0,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
8719,2717,2,10,30,39,0,191350.48,81.3248147863139,44,792,90217.07,1,0,"Female","University","No loan","France","0","0","Mass Market","Married","1"
8354,2718,2,10,27,48,0,37054.65,108.839828788341,62,635,0,2,0,"Female","University","No loan","Spain","1","0","Mass Market","Married","1"
7025,2719,8,10,36,27,0,69055.45,45.7350621335104,27,598,90721.52,2,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
9602,2720,10,3,29,32,1,5388.3,91.9145696228478,85,618,0,2,0,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
4736,2721,10,10,25,41,0,34350.54,41.3154993983839,77,672,112536.57,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
3131,2722,1,5,27,37,0,54409.48,79.5033434313593,53,707,0,2,0,"Female","University","No loan","Germany","0","1","Mass Market","Married","1"
6374,2723,10,1,26,47,2,71071.47,63.2294353466046,54,682,67495.04,1,0,"Male","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0"
6390,2724,7,8,32,36,0,177130.33,123.783494761824,71,698,152899.24,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
8546,2725,0,2,28,33,0,53483.21,81.6026553526606,56,411,59697.17,2,0,"Male","High School","No loan","France","1","1","Affluent","Single","1"
8613,2726,1,9,33,64,0,53710.23,204.879788075182,87,589,0,2,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
8279,2727,10,9,28,46,0,20515.72,151.450504133269,47,642,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
9157,2728,5,6,30,54,0,176680.16,76.1194222632688,59,551,102994.04,1,1,"Male","High School","Active loan","Germany","1","0","Affluent","Single","0"
6642,2729,8,9,32,72,0,153604.44,138.971939717218,74,677,0,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
5049,2730,8,10,32,39,0,5719.11,267.072043844998,61,519,97700.02,1,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
9316,2731,6,9,41,42,0,131886.46,65.5328012000103,54,602,0,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
3797,2732,3,6,33,38,0,110718.02,137.460155184997,79,451,61482.47,1,0,"Female","University","No loan","Germany","1","0","Mass Market","Married","1"
4043,2733,0,10,29,43,0,41263.69,106.440025622813,64,629,0,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
8300,2734,2,10,28,31,0,91829.17,87.8340650685865,56,692,0,2,1,"Female","University","No loan","France","1","0","Mass Market","Married","1"
4604,2735,4,9,41,40,0,81908.09,104.779263453697,54,660,0,2,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
6733,2736,4,9,24,37,0,94845.45,34.4555639344627,52,828,0,2,0,"Male","University","No loan","Germany","1","1","Mass Market","Married","1"
6313,2737,4,8,27,42,0,51703.09,84.2260836907724,65,620,106920.91,1,0,"Female","University","No loan","Germany","0","0","Mass Market","Married","1"
7914,2738,1,10,30,48,0,99475.95,65.1265784277913,58,705,156848.13,1,1,"Female","University","No loan","France","1","1","Mass Market","Married","1"
3590,2739,6,8,26,37,0,126809.15,111.370105283723,41,533,98723.67,1,0,"Female","University","No loan","Spain","1","0","Mass Market","Married","1"
3159,2740,0,0,30,32,3,84605,44.1766192494978,83,660,114668.89,1,0,"Female","Other","Default risk","France","1","0","High Net Worth","Widowed","0"
8885,2741,4,9,30,49,0,188377.21,69.8003565129602,35,668,119817.33,1,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1"
9597,2742,2,8,34,38,0,80416.16,66.9789795067198,48,526,110527.17,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
6219,2743,7,10,42,43,0,103108.33,109.122633598782,77,705,0,1,0,"Female","University","No loan","Germany","1","0","Mass Market","Married","1"
8679,2744,7,5,30,40,0,156048.64,108.40673311953,43,731,0,1,0,"Female","High School","Active loan","France","1","0","Affluent","Single","1"
3209,2745,2,7,34,78,0,198969.78,139.455746493818,29,631,0,2,0,"Female","High School","Active loan","Spain","0","1","Affluent","Single","0"
7917,2746,3,8,29,37,0,191063.36,207.492021572757,37,596,0,2,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
7638,2747,3,9,26,38,0,116466.19,35.2155843174665,46,641,159397.75,2,0,"Female","High School","No loan","France","1","0","Mass Market","Married","1"
6449,2748,2,9,32,56,0,46044.7,39.9767560114093,78,660,105473.74,1,0,"Female","University","No loan","Spain","1","1","Mass Market","Married","1"
6178,2749,2,1,34,41,2,158973.77,179.368675785255,23,656,0,2,0,"Male","High School","Active loan","France","1","0","Affluent","Single","0"
7570,2750,3,9,30,51,0,126307.25,138.930980631983,68,789,104677.09,1,0,"Male","High School","No loan","Germany","1","0","Affluent","Single","1"
6002,2751,5,9,32,25,0,164394.65,43.6637017751785,53,697,0,2,0,"Female","High School","No loan","France","0","0","Mass Market","Married","1"
7852,2752,6,1,28,38,2,103548.25,143.771367439317,74,582,73194.99,1,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
7062,2753,9,10,23,42,0,58137.42,99.1573851301346,73,529,89800.14,1,0,"Male","High School","No loan","Germany","0","1","Affluent","Single","1"
7080,2754,2,1,37,33,2,42831.11,69.4989598304978,82,777,134571.5,3,0,"Female","Postgraduate","Default risk","France","0","1","High Net Worth","Divorced","0"
8683,2755,0,1,28,40,2,52876.41,211.959214632079,82,720,69014.49,1,0,"Male","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0"
4089,2756,9,4,28,28,0,85736.26,64.1825858919876,33,661,0,2,0,"Female","High School","Active loan","France","0","1","Affluent","Single","0"
3870,2757,7,6,32,41,0,194913.86,88.5832048576597,73,686,102749.72,1,0,"Male","High School","Active loan","Spain","0","1","Affluent","Single","0"
8446,2758,7,9,31,44,0,187811.71,72.3912618078504,60,762,137222.77,1,0,"Female","University","No loan","France","0","0","Mass Market","Married","1"
8830,2759,10,9,22,48,0,140173.17,117.991998625313,75,664,168066.87,1,1,"Male","University","No loan","France","1","1","Mass Market","Married","1"
6280,2760,7,9,36,48,0,91.75,162.312519964478,65,600,106261.63,1,1,"Male","High School","No loan","Germany","1","0","Mass Market","Married","1"
8966,2761,1,10,39,37,0,52484.01,102.776047615457,44,636,123783.91,1,0,"Male","University","No loan","Spain","1","0","Mass Market","Married","1"
5813,2762,4,7,36,37,0,154559.28,42.2555588691409,69,453,131834.76,2,0,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
5581,2763,4,0,31,39,4,55072.93,58.0219203850993,71,525,0,2,0,"Male","Other","Default risk","Germany","1","0","High Net Worth","Widowed","0"
8267,2764,4,9,27,33,0,71738.56,113.692348381744,67,694,129731.64,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
6927,2765,10,0,26,37,2,67508.01,132.63178457302,53,694,143835.47,1,0,"Male","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0"
6767,2766,8,9,32,29,0,88890.05,103.378584146514,55,764,161884.99,1,0,"Female","University","No loan","France","0","0","Mass Market","Married","1"
8264,2767,2,10,28,67,0,108645.85,148.807495946678,62,597,0,2,0,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3055,2768,8,2,23,26,0,103372.79,98.8441608647444,33,691,118547.72,1,0,"Female","High School","Active loan","Germany","0","1","Affluent","Single","1"
4280,2769,5,8,28,50,0,34941.23,99.7974069207601,72,537,144895.05,1,0,"Female","University","No loan","Germany","1","1","Mass Market","Married","1"
7843,2770,9,8,34,42,0,184056.45,119.564379949733,82,540,120094.93,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
9492,2771,0,7,23,40,0,177065.24,63.4444851801297,59,708,3768.69,2,1,"Female","High School","Active loan","France","1","0","Affluent","Single","0"
6641,2772,4,9,30,25,0,15467.98,47.9318877214071,56,497,165686.11,2,0,"Female","University","No loan","France","1","0","Mass Market","Married","1"
7758,2773,2,5,22,41,0,126307.25,175.628357656812,43,575,100062.39,1,0,"Male","High School","No loan","France","1","0","Mass Market","Married","1"
7926,2774,3,10,30,38,0,101192.08,76.4300566949562,76,623,0,2,0,"Female","University","No loan","Spain","0","0","Mass Market","Married","1"
3819,2775,7,10,36,39,0,36267.21,57.1173047324008,58,565,0,2,0,"Male","University","No loan","Spain","0","0","Mass Market","Married","1"
4467,2776,5,10,28,30,0,174738.2,56.7445209456263,85,642,80964.57,2,0,"Male","High School","Active loan","France","1","0","Affluent","Single","1"
6346,2777,10,10,30,55,0,122960.98,143.236010106848,52,585,106415.57,3,1,"Male","University","No loan","France","1","1","Mass Market","Married","1"
3910,2778,5,4,26,28,0,86911.49,110.593805973392,84,439,157842.07,1,0,"Male","High School","Active loan","France","1","0","Affluent","Single","1"
7365,2779,1,0,31,23,3,91573.19,42.1341250390357,37,702,0,2,0,"Male","University","No loan","Germany","1","0","Mass Market","Married","1"
6445,2780,3,7,29,37,1,36320.87,97.1830283495179,57,705,109974.22,1,1,"Female","High School","Active loan","France","1","1","Affluent","Single","0"
9849,2781,4,9,32,38,0,138849.06,158.968852172524,70,682,107192.38,1,0,"Male","High School","Active loan","Germany","1","0","Affluent","Single","1"
6760,2782,6,9,21,41,0,152108.47,120.367325930623,49,658,174060.46,1,0,"Male","University","No loan","France","1","0","Mass Market","Married","1"
4019,2783,8,3,35,48,1,119882.7,65.8330062478481,72,732,0,1,0,"Male","Postgraduate","Default risk","Spain","1","0","High Net Worth","Divorced","0"
5809,2784,3,10,25,36,0,89773.45,209.894991315673,57,752,0,2,0,"Female","University","No loan","Spain","0","1","Mass Market","Married","1"
3444,2785,5,3,39,40,1,109742.55,35.8771570816635,84,783,0,2,0,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
3666,2786,9,3,32,59,1,88958.49,93.0352672784458,38,655,0,2,1,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0"
6742,2787,4,9,23,28,0,22191.82,68.5674982431419,64,604,0,2,0,"Female","University","No loan","France","1","1","Mass Market","Married","1"
