"ID","Tenure","NetPromoterScore","TransactionFrequency","Age","ComplaintsCount","EstimatedSalary","AvgTransactionAmount","DigitalEngagementScore","CreditScore","Balance","NumOfProducts","Gender","EducationLevel","LoanStatus","Geography","HasCrCard","IsActiveMember","CustomerSegment","MaritalStatus","SavingsAccountFlag","Exited"
4882,9,8,35,33,0,157891.11,101.861363999195,63,584,0,2,"Female","High School","No loan","Spain","1","1","Affluent","Single","1",0
5337,5,1,36,32,2,84871.99,74.5802825420462,68,561,0,1,"Male","Postgraduate","Default risk","France","1","0","High Net Worth","Divorced","0",0
4111,4,10,27,40,0,106691.02,113.350080411061,51,850,97990.49,2,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",0
3899,8,10,27,44,0,75562.47,92.1445082017099,39,657,110939.3,1,"Female","High School","Active loan","France","0","0","Affluent","Single","0",0
6749,5,8,28,26,0,79547.39,147.691452520259,70,560,125341.69,1,"Female","University","No loan","Spain","0","0","Mass Market","Married","1",0
3192,4,6,36,31,0,73322,155.128180842844,32,472,58662.92,2,"Female","University","No loan","France","0","0","Mass Market","Married","1",0
7824,8,4,26,34,0,45858.49,105.194914771181,68,735,141796.43,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0
3829,9,5,38,41,0,131710.59,135.122028677334,63,549,95020.8,3,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",1
5272,0,3,32,44,1,34673.98,35.5106948377801,71,671,0,2,"Female","Postgraduate","Active loan","Germany","0","1","High Net Worth","Divorced","0",0
7681,8,10,24,46,0,126511.94,158.630768618803,38,529,134378.89,2,"Male","University","No loan","France","0","0","Mass Market","Married","1",1
8802,5,10,36,36,0,191535.11,143.332138654756,59,765,0,1,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",1
3785,2,10,32,35,0,106174.7,43.5997712759105,37,587,0,4,"Male","University","No loan","France","0","1","Mass Market","Married","1",1
5545,2,4,22,43,0,93228.86,72.8726338140235,59,743,0,2,"Male","High School","No loan","Spain","0","1","Affluent","Single","1",1
3369,9,3,39,27,1,150850.29,68.3024889808095,71,602,0,2,"Female","Postgraduate","Active loan","Germany","1","0","High Net Worth","Divorced","0",0
5911,1,5,31,67,0,59457,91.4365640006418,65,540,88382.01,1,"Male","High School","Active loan","Spain","0","1","Affluent","Single","1",0
3949,9,8,33,31,0,60270.87,48.1537932759538,63,659,90826.27,2,"Male","University","No loan","Spain","0","0","Mass Market","Married","1",0
4701,5,4,25,30,0,157888.5,41.9453450779451,92,676,0,2,"Female","High School","Active loan","Spain","0","1","Affluent","Single","1",0
3780,5,10,35,37,0,149457.81,163.331426750635,45,527,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0
3340,5,10,37,75,0,39351.64,151.302343796546,84,562,112146.12,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
5617,6,3,39,38,1,83263.06,85.9917858961814,84,757,0,1,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0
3179,8,3,27,64,1,21085.17,112.903845045501,39,833,98848.19,1,"Male","Postgraduate","Active loan","France","0","1","High Net Worth","Divorced","0",0
7229,10,8,45,34,0,178833.34,173.887165688716,80,659,134464.58,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0
9684,1,9,31,53,0,117939.17,172.077363160872,68,738,0,2,"Male","High School","Active loan","Spain","0","1","Affluent","Single","0",0
9573,5,9,32,63,0,154971.63,170.363168943188,61,680,0,3,"Female","High School","No loan","France","1","0","Affluent","Single","1",1
7762,9,10,33,59,0,15807.07,119.518788352072,40,634,122471.09,1,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",0
8296,3,2,26,53,0,1235.49,103.246547803009,77,422,83568.26,1,"Male","High School","No loan","France","0","0","Affluent","Single","1",0
7280,3,8,29,40,0,151677.31,295.704940615624,11,707,162261.01,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0
5026,6,4,23,36,0,48314,169.399354753763,77,576,179305.09,1,"Male","High School","Active loan","France","1","0","Affluent","Single","0",0
7916,4,9,38,51,0,197297.77,97.0783663274082,58,697,210433.08,1,"Male","High School","No loan","France","0","1","Mass Market","Married","1",1
3777,7,8,26,42,0,162809.2,78.8824885987708,49,494,0,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",1
4717,5,10,27,55,0,3268.17,65.4120705507931,43,732,0,2,"Female","High School","Active loan","France","0","1","Affluent","Single","0",1
7881,0,10,28,57,0,108528.74,105.44250502056,46,580,136820.99,1,"Female","University","No loan","Spain","0","1","Mass Market","Married","1",0
7457,8,2,32,35,0,14496.67,46.4902206609509,64,527,0,1,"Female","High School","No loan","Spain","1","1","Affluent","Single","1",1
9885,5,2,22,37,0,194270.91,60.5330160489385,92,740,0,2,"Male","High School","Active loan","France","1","1","Affluent","Single","1",0
5405,8,0,33,32,3,179421.84,100.363137541339,61,836,192122.84,2,"Male","Other","Default risk","France","1","1","High Net Worth","Widowed","0",1
6391,9,10,31,56,0,159629.64,111.959779370531,60,542,109949.39,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0
4981,3,9,22,31,0,22499.29,69.9326770886977,60,724,0,1,"Male","High School","No loan","France","1","1","Mass Market","Married","1",1
6680,2,3,37,27,1,134720.51,107.524357242795,70,547,0,1,"Female","Postgraduate","Active loan","Spain","0","1","High Net Worth","Divorced","0",0
3976,10,9,40,26,0,43651.49,76.9471542133225,58,516,126392.18,1,"Male","University","No loan","France","0","1","Mass Market","Married","1",0
5203,8,9,29,34,0,114006.35,73.2793539088603,74,559,98894.39,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
6705,6,7,33,37,0,84635.64,140.05755817761,71,624,0,2,"Male","High School","No loan","France","0","1","Affluent","Single","1",0
6854,9,5,37,41,0,7267.25,40.8961018656646,31,604,137003.68,1,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0
9702,7,2,32,53,0,94148.3,212.765425269011,72,602,98268.84,1,"Male","High School","No loan","Germany","0","1","Affluent","Single","1",1
4839,7,9,31,26,0,43921.36,93.6057488245259,63,592,110071.1,2,"Male","University","No loan","Spain","0","0","Mass Market","Married","1",0
7948,7,9,31,46,0,83449.65,65.0122473356695,49,835,0,2,"Male","High School","No loan","France","0","1","Mass Market","Married","1",0
3231,5,6,36,30,0,181204.5,73.8613776439086,56,731,0,2,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0
8490,1,9,28,45,0,62193.92,129.653372460296,72,567,100013.51,1,"Female","University","No loan","Spain","1","1","Mass Market","Married","1",0
8662,10,3,16,48,1,3472.63,180.92945242487,78,722,138311.76,1,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0",1
9714,7,10,36,26,0,84239.46,268.759788057624,54,540,137755.76,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0
4545,8,10,26,36,0,19596.73,105.361973654006,46,837,0,2,"Male","University","No loan","France","0","0","Mass Market","Married","1",0
7912,4,10,43,42,0,113931.57,234.007957043767,62,640,0,3,"Female","High School","Active loan","Spain","0","0","Affluent","Single","1",1
4093,6,7,21,22,1,66393.89,81.9471215058756,77,762,0,2,"Female","High School","Active loan","France","1","1","Affluent","Single","0",0
7967,3,6,26,22,0,54342.83,103.296586071219,47,601,0,2,"Female","High School","Active loan","France","1","0","Affluent","Single","0",0
5631,9,2,28,23,0,62980.96,50.5607354385448,37,850,124620.01,1,"Female","High School","Active loan","Spain","0","1","Affluent","Single","1",0
3827,9,0,27,35,4,82951.12,109.955827681681,64,793,61172.04,1,"Female","Other","Default risk","Spain","1","1","High Net Worth","Widowed","0",0
5880,8,8,24,42,0,55470.78,205.015296428952,73,792,0,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",0
5873,3,10,30,35,0,184843.77,102.701595998676,61,753,86449.39,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
3558,6,6,35,37,0,168053.4,163.627682967125,49,787,70729.17,1,"Female","High School","Active loan","Spain","1","0","Affluent","Single","0",0
5677,5,4,30,37,0,90273.85,78.8963439131352,60,613,139584.57,1,"Male","High School","Active loan","France","0","0","Affluent","Single","0",0
8604,2,10,33,29,0,86334.64,123.046267726769,66,479,172463.45,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0
4518,4,10,29,38,0,154997.64,84.8290038274398,65,666,127043.09,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0
3978,6,9,22,59,0,191468.78,176.219576714442,49,749,0,2,"Female","High School","No loan","France","1","0","Affluent","Single","1",1
5016,6,8,35,33,0,148087.88,116.63634551239,61,530,0,1,"Male","High School","No loan","France","0","1","Affluent","Single","1",1
9237,4,3,30,35,1,184748.23,155.512819532561,68,569,93934.63,1,"Female","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0
5191,9,9,30,37,0,11407.58,65.3957320529154,64,635,146748.07,1,"Female","University","No loan","Germany","0","1","Mass Market","Married","1",0
6425,2,7,36,35,0,90883.12,58.4142750407365,49,635,113635.16,1,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",0
9937,4,10,35,35,0,91775.51,60.2060961210661,45,642,0,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
5226,1,9,27,50,0,196526.55,40.0530231380701,82,731,113957.01,2,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",1
4385,4,7,33,41,0,43117.1,76.7186561769401,62,714,109026.8,2,"Male","High School","Active loan","Germany","1","1","Affluent","Single","0",0
6820,4,9,32,25,0,131827.15,223.867547975865,56,683,0,2,"Female","High School","No loan","France","1","1","Affluent","Single","1",0
8144,1,10,35,36,0,31933.06,165.543501167676,82,825,0,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
8476,8,9,33,35,0,16910.98,88.7422828654634,65,682,117438.92,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0
6770,7,0,17,45,2,102083.78,131.493256671419,15,714,0,2,"Male","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0",0
6645,10,7,27,39,1,107674.3,40.6286235842542,38,628,115341.19,1,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0",1
9440,9,10,27,40,0,38830.72,147.091958702809,83,636,0,2,"Female","University","No loan","France","0","1","Mass Market","Married","1",0
3317,5,9,28,27,0,99154.86,96.4658063978591,65,779,0,1,"Male","High School","No loan","Germany","0","1","Affluent","Single","1",0
4781,8,10,30,57,0,54113.38,178.773785372137,84,834,68238.51,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",1
5502,0,5,31,34,0,15807.07,115.565769858336,64,541,0,1,"Female","High School","Active loan","Germany","0","1","Mass Market","Married","1",0
7433,8,0,31,48,4,32125.98,143.848772499936,80,773,152324.66,1,"Female","Other","Default risk","Germany","1","0","High Net Worth","Widowed","0",0
4126,8,1,29,28,2,33524.6,45.6866021015399,61,819,168253.21,1,"Female","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0",0
7362,5,10,39,48,0,64345.61,259.70467422662,83,632,126066.26,1,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",1
9092,2,1,40,36,2,123956.83,166.162381196901,58,738,165536.28,2,"Male","High School","No loan","France","1","1","Affluent","Single","1",0
5562,8,10,35,31,0,28407.4,121.292552966535,43,714,0,2,"Female","Postgraduate","Default risk","France","1","1","High Net Worth","Divorced","0",0
5780,2,7,33,30,0,102057.86,58.9835698427638,59,649,139756.12,1,"Male","High School","Active loan","France","0","1","Affluent","Single","1",0
5951,4,8,22,42,0,141210.18,64.8282508369435,40,466,91592.06,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",1
3850,7,8,29,37,0,75698.44,68.6772137647855,39,474,0,3,"Male","University","No loan","France","0","0","Mass Market","Married","1",0
3267,6,9,35,51,0,169149.38,89.536165803292,48,794,0,2,"Male","University","No loan","Spain","0","1","Mass Market","Married","1",0
7466,10,8,29,34,0,42669.37,150.436217844711,55,604,0,2,"Female","High School","No loan","Spain","1","1","Affluent","Single","1",0
9997,0,9,30,37,0,94003.11,188.9066779283,54,730,0,1,"Male","University","No loan","Spain","0","0","Mass Market","Married","1",0
5312,4,7,28,45,0,178752.73,112.115758609945,65,512,0,1,"Female","High School","Active loan","France","1","0","Affluent","Single","0",0
3711,7,7,27,31,0,138849.06,147.091958702809,49,656,113402.14,3,"Female","High School","Active loan","France","1","1","Affluent","Single","0",0
7159,4,8,25,80,0,188603.07,40.1610382204932,33,652,0,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0
5738,1,10,32,36,0,192154.66,246.161629279181,56,468,111681.98,2,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0
6976,4,2,25,44,0,101728.46,54.431091408786,73,585,0,2,"Male","High School","Active loan","France","0","1","Affluent","Single","0",0
9488,8,8,24,42,0,128745.69,123.824003119014,79,646,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0
6238,9,10,33,35,0,41549.64,97.0585354466616,27,636,157098.52,1,"Female","University","No loan","Spain","1","1","Mass Market","Married","1",0
8399,6,8,41,36,0,117140.41,30.5285202059974,60,792,97530.25,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
9831,5,9,25,42,0,79169.73,136.137415123721,53,663,128605.32,3,"Female","High School","No loan","Germany","1","1","Mass Market","Married","1",0
7645,7,0,48,31,4,102153.75,90.6848423238133,55,658,123974.96,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0
5104,8,8,25,28,0,91055.27,57.616807064931,42,647,0,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
5100,8,1,30,66,2,63185.05,104.374107744412,80,678,0,2,"Female","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0",0
8269,2,9,24,55,0,2053.42,100.7406184388,27,516,155828.22,1,"Male","High School","No loan","Spain","0","0","Mass Market","Married","1",1
8996,8,8,38,40,0,152153.74,172.091376455688,87,785,141782.57,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1",0
7195,2,6,33,55,0,159629.64,54.0973100757992,40,611,128605.32,1,"Male","High School","Active loan","France","1","0","Affluent","Single","0",0
6707,9,5,34,38,0,189641.11,236.593028298064,81,648,0,1,"Female","High School","No loan","Spain","1","0","Affluent","Single","1",0
5984,4,10,50,38,0,127528.84,115.716341581225,58,570,0,2,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0
9853,1,7,26,37,0,81140.09,102.113142219462,61,636,0,1,"Female","High School","Active loan","Germany","1","0","Affluent","Single","0",0
3442,5,9,33,37,0,132467.54,65.7864131518084,41,718,113291.05,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0
6203,7,2,32,31,0,180769.55,96.2066526474384,36,685,122449.31,2,"Female","High School","No loan","France","1","1","Affluent","Single","1",0
3774,9,9,35,35,0,44946.29,52.3576220607932,61,477,151553.19,1,"Female","High School","No loan","Germany","1","1","Mass Market","Married","1",0
4128,5,8,23,36,0,49594.19,80.1167411393506,47,490,0,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",1
3719,7,9,20,36,0,45414.09,148.510388036477,59,620,169312.72,1,"Female","High School","No loan","Spain","1","0","Mass Market","Married","1",0
9141,7,9,38,54,0,125041.52,56.4387811178255,74,692,0,2,"Male","High School","No loan","France","1","1","Affluent","Single","1",0
3020,2,8,18,32,0,5907.11,108.488273172265,52,435,57017.06,2,"Male","University","No loan","Germany","1","1","Mass Market","Married","1",0
8615,10,3,27,30,1,124795.84,121.889963337361,11,541,0,2,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0
8036,8,9,30,38,0,98273.01,114.305466933039,32,700,126725.25,1,"Male","High School","No loan","France","1","0","Affluent","Single","1",1
4885,9,10,23,30,0,28434.44,69.0151408958998,47,736,121898.82,1,"Male","High School","Active loan","Germany","0","0","Affluent","Single","1",1
3581,2,2,34,51,0,140800.66,62.4896050859261,76,577,76319.64,1,"Female","Postgraduate","Active loan","France","0","0","High Net Worth","Divorced","0",1
7300,2,8,25,45,0,153400.24,39.1383769805069,58,645,121313.88,2,"Female","High School","Active loan","France","1","1","Affluent","Single","0",0
6878,2,9,15,34,0,147222.95,125.084636945695,70,696,150856.79,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0
6934,0,10,25,47,0,3183.15,58.2322766286446,76,685,0,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",1
3796,1,10,24,33,0,156660.21,139.822832626191,50,538,118114.28,2,"Female","High School","No loan","France","0","1","Mass Market","Married","1",0
5359,3,1,32,47,2,195033.07,92.890102007513,63,850,0,2,"Male","Other","Default risk","France","1","0","High Net Worth","Widowed","0",0
7192,7,10,26,34,0,683.37,164.006429262074,64,543,124573.33,2,"Male","University","No loan","Germany","0","0","Mass Market","Married","1",0
5175,4,9,30,31,0,104876.8,86.5218167104348,80,617,38617.2,1,"Female","University","No loan","France","1","1","Mass Market","Married","1",0
3788,1,9,27,42,0,126172.11,199.220111820794,63,727,126104.98,1,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0
8790,9,8,32,41,0,88852.47,68.124555866701,48,690,0,2,"Female","High School","No loan","France","0","0","Affluent","Single","1",0
6946,7,7,21,40,1,169642.13,61.4379840982048,70,689,160818.08,1,"Male","Postgraduate","Active loan","France","0","1","High Net Worth","Divorced","0",1
6614,0,7,30,47,0,14479.29,123.658922870037,80,850,109493.62,1,"Female","High School","Active loan","Germany","0","0","Affluent","Single","0",1
7427,2,4,30,54,0,83470.4,213.062379985769,19,745,0,2,"Male","High School","Active loan","France","1","0","Affluent","Single","1",1
3284,4,1,31,45,2,101918.96,57.431527069626,57,693,130661.96,2,"Female","Postgraduate","Default risk","France","0","1","High Net Worth","Divorced","0",0
3082,8,10,32,37,0,34101.06,168.755116334098,63,576,0,2,"Male","High School","No loan","Spain","0","1","Affluent","Single","1",0
6835,7,0,32,42,4,110431.51,134.117797746287,35,672,91125.75,1,"Male","Other","Default risk","France","0","0","High Net Worth","Widowed","0",0
8258,3,5,30,62,0,119348.76,73.3366808532979,94,668,131078.42,2,"Male","High School","No loan","Spain","1","0","Affluent","Single","1",1
5743,3,9,22,35,0,78436.36,131.142892448744,80,648,0,2,"Male","University","No loan","Spain","1","1","Mass Market","Married","1",0
4171,1,3,31,42,1,122305.91,107.527501711687,41,638,152160.21,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0
5959,10,8,31,37,0,81776.84,146.080012445056,53,680,123806.28,1,"Male","High School","Active loan","France","1","0","Affluent","Single","0",1
8005,6,8,27,27,0,77331.77,89.7522012948082,57,679,0,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
5136,7,10,28,30,0,42537.59,106.509036288633,51,850,0,2,"Male","University","No loan","France","0","1","Mass Market","Married","1",0
6242,5,7,22,41,1,100130.95,86.4096637159067,45,512,122403.24,1,"Male","Postgraduate","Active loan","France","0","0","High Net Worth","Divorced","0",1
9955,6,9,28,51,0,178045.97,190.138713444144,60,762,60603.4,2,"Female","University","No loan","France","1","1","Mass Market","Married","1",0
4748,8,8,15,55,0,181534.04,80.7154375163465,45,648,0,1,"Male","University","No loan","Spain","0","1","Mass Market","Married","1",0
5022,3,6,21,34,0,76642.68,72.6199361870755,29,650,171653.17,1,"Male","University","No loan","France","1","0","Mass Market","Married","1",0
6909,5,8,34,41,0,146949.74,100.629883280891,74,562,165445.04,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0
4755,6,8,37,60,0,31802.92,113.344647303996,66,617,143262.04,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0
3587,2,6,27,36,0,125062.02,63.9382240853953,61,540,0,2,"Female","University","No loan","France","0","0","Mass Market","Married","1",1
6079,3,3,29,48,1,92811.2,34.8220758479389,65,850,0,2,"Male","Postgraduate","Active loan","France","1","1","High Net Worth","Divorced","0",0
8875,1,10,30,43,0,55809.92,32.5631025259901,78,597,119127.46,1,"Female","University","No loan","Germany","1","0","Mass Market","Married","1",0
9053,5,8,38,35,0,67020.03,95.9001887406584,44,788,133800.98,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",1
8292,0,9,40,42,0,47160.01,85.7254249904821,43,445,153611.83,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",0
8329,4,8,30,42,0,113046.81,84.6914096535566,67,714,152926.6,1,"Female","University","No loan","Germany","1","1","Mass Market","Married","1",0
5913,9,10,31,40,0,45038.74,76.4874176357073,68,773,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0
5021,5,9,32,35,0,142626.49,27.0125334235811,57,661,128415.45,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0
3881,4,0,25,30,5,123475.88,119.043548634545,61,782,211774.31,1,"Male","Other","Default risk","France","1","0","High Net Worth","Widowed","0",0
8976,5,7,28,39,0,113666.48,185.041966311162,50,722,0,2,"Female","University","No loan","Spain","1","1","Mass Market","Married","1",0
8331,0,2,23,41,0,34338.21,45.8860032371256,60,564,0,2,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",0
9421,2,8,30,66,0,132480.75,372.492897407083,45,771,34013.63,1,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0
6768,5,0,34,40,4,179032.68,98.1100371804269,65,556,97764.41,1,"Male","Other","Default risk","France","1","0","High Net Worth","Widowed","0",1
9537,7,7,25,36,0,19823.02,137.713044272789,69,753,128518.98,1,"Female","High School","Active loan","France","1","1","Affluent","Single","0",1
7083,2,10,26,27,0,187508.06,129.0893388602,53,665,147435.96,1,"Female","University","No loan","Germany","0","0","Mass Market","Married","1",0
6527,8,1,24,24,1,115676.61,25.666161702834,52,803,0,2,"Male","Postgraduate","Active loan","France","1","0","High Net Worth","Divorced","0",0
9733,2,8,29,66,0,49553.38,130.705514310724,60,584,0,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",1
4101,8,3,31,54,1,10288.24,155.112972258442,55,561,143656.55,1,"Male","Postgraduate","Active loan","Spain","0","1","High Net Worth","Divorced","0",0
8155,1,1,24,55,2,9712.52,88.2361824800189,27,653,95039.12,1,"Female","Postgraduate","Default risk","France","0","0","High Net Worth","Divorced","0",1
5173,5,8,35,30,0,180934.67,161.136004013915,71,826,106603.74,2,"Male","University","No loan","Spain","0","0","Mass Market","Married","1",0
5711,8,0,30,30,3,2955.46,97.4011783908763,54,647,143138.91,2,"Male","Other","Default risk","Germany","1","0","High Net Worth","Widowed","0",0
3276,4,9,26,58,0,62449.07,138.21030766788,62,777,0,2,"Female","High School","No loan","France","1","1","Mass Market","Married","1",1
8098,1,4,28,27,0,21360.88,188.704788188578,65,813,106059.4,2,"Female","University","No loan","Germany","0","0","Mass Market","Married","1",1
9680,1,3,30,46,1,179673.11,61.9106898356814,90,568,150836.92,1,"Male","Postgraduate","Default risk","France","0","0","High Net Worth","Divorced","0",1
8024,7,10,47,33,0,98453.45,221.03725322476,59,714,76548.6,1,"Male","University","No loan","Germany","0","1","Mass Market","Married","1",0
6585,1,8,28,35,0,13998.88,52.0962937883598,69,671,106506.77,3,"Female","University","No loan","France","1","1","Mass Market","Married","1",1
6412,1,8,35,36,0,186438.86,127.953796913904,63,780,148913.72,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",1
7263,8,2,26,38,0,68666.63,57.5842056068617,65,592,122338.43,2,"Female","High School","Active loan","Germany","0","1","Affluent","Single","0",0
4319,1,2,33,43,0,5104.08,65.563423576022,67,597,85162.26,1,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",1
4120,5,10,37,37,0,116097.26,90.4389834244654,79,521,112712.17,2,"Female","University","No loan","Spain","1","0","Mass Market","Married","1",0
7448,7,8,31,61,0,53067.83,145.852628543655,44,850,110939.3,2,"Female","High School","No loan","France","1","0","Affluent","Single","1",1
5224,9,0,24,18,4,70403.65,197.139437831732,27,637,0,2,"Female","High School","No loan","France","1","0","Affluent","Single","1",0
5847,9,6,27,48,0,108411.66,61.7720793527461,28,658,0,2,"Female","High School","Active loan","France","1","0","Affluent","Single","0",0
4622,4,1,33,36,2,63531.19,127.132422742226,56,563,95829.13,2,"Female","Postgraduate","Default risk","Spain","1","1","High Net Worth","Divorced","0",0
7283,3,1,30,25,1,124508.29,158.078655965658,58,577,0,2,"Male","University","No loan","France","0","1","Mass Market","Married","1",0
7437,3,8,34,61,0,77786.37,49.7032881824346,40,594,62391.22,1,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0
6726,4,9,34,37,0,14357,69.9657348666879,50,592,0,2,"Male","High School","No loan","Spain","1","1","Affluent","Single","1",0
9315,5,9,22,37,0,26793.82,94.6356942287634,73,609,109679.72,1,"Male","High School","No loan","Spain","1","1","Mass Market","Married","1",0
6493,10,9,27,31,0,147224.27,100.80238863073,39,604,155978.17,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
6668,5,3,33,33,1,58854.88,317.148612855619,59,648,0,1,"Female","Postgraduate","Active loan","Spain","1","0","High Net Worth","Divorced","0",1
4647,4,9,27,33,0,63170,76.3929585091489,56,503,135946.26,1,"Female","University","No loan","France","1","0","Mass Market","Married","1",0
4686,6,9,22,41,0,47856.78,100.076592734758,35,677,0,2,"Female","University","No loan","France","1","0","Mass Market","Married","1",0
3122,10,4,42,43,0,179144.54,128.086923948437,57,635,129804.17,1,"Male","High School","Active loan","France","0","0","Affluent","Single","0",0
7908,8,1,28,37,2,60906.12,64.5091971190655,56,703,105961.68,2,"Male","Postgraduate","Active loan","Germany","1","1","High Net Worth","Divorced","0",0
5537,10,0,31,33,2,69767.14,116.184397732884,49,785,99339,1,"Male","Postgraduate","Default risk","Germany","0","0","High Net Worth","Divorced","0",0
8585,1,10,24,38,0,91561.91,53.669284280964,53,759,104091.29,1,"Female","University","No loan","France","0","0","Mass Market","Married","1",0
8566,9,10,25,39,0,134132.65,141.929878209783,38,820,111336.89,1,"Male","University","No loan","Germany","1","0","Mass Market","Married","1",1
3522,4,2,28,46,0,116378.31,49.664616163285,74,557,102714.65,2,"Female","High School","No loan","France","1","1","Affluent","Single","1",0
4417,3,2,28,33,0,12766.74,70.4104935625563,84,574,0,1,"Male","High School","No loan","Germany","1","1","Affluent","Single","1",0
7379,10,9,26,33,0,94875.03,109.730589324161,63,613,114415.84,1,"Female","High School","No loan","Germany","0","1","Mass Market","Married","1",1
7455,9,9,18,39,0,159618.17,180.00947806872,50,729,121404.64,1,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
9284,1,9,34,45,0,149536.15,122.181366346086,45,697,86350.87,2,"Female","High School","No loan","Germany","1","0","Mass Market","Married","1",1
4007,8,8,33,35,0,102515.42,69.0065111694928,57,631,129205.49,1,"Male","High School","No loan","France","1","1","Affluent","Single","1",0
9154,8,8,28,28,0,198251.52,246.799075434584,61,652,136186.44,1,"Male","University","No loan","Spain","1","0","Mass Market","Married","1",0
6196,4,6,26,42,0,119216.46,181.81556045916,62,538,80380.24,1,"Female","Postgraduate","Active loan","Germany","1","0","High Net Worth","Divorced","0",0
9854,3,5,35,32,0,4993.94,41.5794574679539,62,588,109109.33,1,"Male","High School","No loan","Spain","1","1","Affluent","Single","1",0
6627,5,10,24,33,0,118929.64,65.1542524669525,47,788,0,2,"Female","University","No loan","France","0","1","Mass Market","Married","1",0
7577,1,10,28,36,0,53172.02,194.53619967514,87,678,118448.15,2,"Male","University","No loan","France","1","1","Mass Market","Married","1",0
7955,0,7,30,29,1,155061.97,105.259297709314,52,697,172693.54,1,"Male","High School","No loan","France","0","0","Affluent","Single","1",0
5001,2,4,32,39,0,18657.77,83.8883828546902,70,585,0,2,"Male","High School","Active loan","France","1","1","Affluent","Single","0",0
8315,7,9,30,40,0,146156.98,119.693818645051,62,585,0,2,"Male","University","No loan","France","1","0","Mass Market","Married","1",0
6012,1,6,37,38,0,108139.23,161.331454502529,77,682,0,2,"Female","High School","Active loan","Germany","1","1","Affluent","Single","0",1
