"ID","Exited"
778,"No"
134,"No"
62,"No"
463,"Yes"
57,"Yes"
120,"No"
518,"No"
546,"No"
2539,"No"
1847,"No"
2382,"No"
2227,"No"
1282,"No"
2896,"No"
1755,"Yes"
2420,"No"
742,"No"
999,"No"
2905,"Yes"
2222,"No"
2314,"Yes"
537,"No"
1429,"No"
53,"Yes"
666,"No"
1550,"No"
1311,"No"
2522,"Yes"
420,"Yes"
110,"No"
2351,"No"
1181,"No"
770,"No"
2191,"No"
2029,"No"
1218,"No"
2248,"Yes"
2801,"No"
81,"Yes"
2336,"Yes"
1575,"Yes"
2995,"Yes"
2107,"Yes"
2311,"Yes"
2714,"No"
20,"No"
656,"Yes"
2070,"No"
2150,"No"
963,"Yes"
1558,"Yes"
550,"Yes"
1061,"Yes"
348,"No"
768,"No"
1878,"No"
1138,"Yes"
2041,"No"
1895,"Yes"
2212,"No"
700,"Yes"
2437,"Yes"
1245,"No"
255,"No"
171,"No"
23,"No"
365,"No"
1462,"No"
610,"Yes"
2289,"No"
1890,"No"
1735,"No"
2576,"No"
2203,"Yes"
310,"No"
1509,"No"
168,"No"
1612,"No"
329,"No"
1137,"Yes"
1768,"Yes"
1113,"Yes"
2527,"Yes"
1091,"No"
2131,"No"
1128,"Yes"
1078,"Yes"
2021,"No"
2991,"No"
1010,"Yes"
2215,"Yes"
288,"Yes"
1886,"Yes"
1618,"No"
2909,"No"
567,"Yes"
336,"No"
2344,"Yes"
299,"No"
197,"No"
472,"No"
1307,"Yes"
2414,"Yes"
2535,"No"
45,"No"
1294,"No"
1650,"No"
2740,"Yes"
1019,"Yes"
687,"No"
1486,"Yes"
1000,"Yes"
2828,"No"
2053,"No"
1926,"No"
1395,"Yes"
284,"No"
1454,"No"
193,"No"
1965,"No"
1030,"No"
833,"Yes"
155,"Yes"
2358,"No"
1482,"No"
433,"No"
1012,"Yes"
1198,"Yes"
415,"Yes"
1386,"Yes"
2300,"Yes"
114,"No"
2269,"No"
2011,"No"
777,"Yes"
1197,"No"
1313,"No"
1697,"No"
1635,"Yes"
14,"Yes"
2741,"No"
247,"No"
828,"Yes"
1671,"No"
1706,"No"
2438,"No"
303,"No"
2821,"No"
2809,"Yes"
2845,"No"
2142,"No"
449,"No"
2310,"No"
1152,"No"
1510,"Yes"
1141,"No"
2498,"No"
1183,"Yes"
2772,"Yes"
2759,"No"
735,"No"
1764,"No"
1339,"Yes"
863,"No"
487,"No"
1693,"No"
71,"No"
1540,"No"
2335,"No"
1362,"Yes"
2455,"Yes"
1822,"No"
1738,"No"
6,"No"
2287,"No"
2416,"No"
574,"Yes"
1792,"No"
815,"No"
1562,"No"
1892,"No"
2856,"No"
2274,"No"
958,"No"
1108,"No"
1474,"Yes"
2292,"Yes"
2719,"No"
705,"No"
1411,"No"
380,"No"
2891,"No"
1357,"Yes"
270,"Yes"
2054,"No"
2120,"No"
2210,"Yes"
1969,"Yes"
1648,"Yes"
2317,"Yes"
1045,"Yes"
278,"Yes"
866,"Yes"
886,"No"
2990,"Yes"
688,"No"
254,"Yes"
178,"No"
1518,"Yes"
971,"Yes"
1431,"No"
2136,"Yes"
749,"Yes"
1625,"No"
2098,"Yes"
793,"No"
29,"No"
990,"Yes"
1957,"No"
874,"No"
1309,"No"
1275,"Yes"
2224,"Yes"
1605,"No"
2480,"Yes"
1984,"No"
2987,"No"
507,"No"
1888,"No"
1966,"No"
745,"No"
955,"No"
1948,"Yes"
677,"Yes"
2243,"No"
819,"No"
1070,"No"
2193,"Yes"
104,"No"
1314,"No"
2686,"No"
1863,"Yes"
2456,"No"
149,"No"
124,"No"
2491,"No"
1597,"No"
932,"Yes"
2806,"No"
991,"No"
35,"No"
844,"No"
2156,"No"
560,"No"
2836,"Yes"
2048,"No"
2595,"No"
1590,"Yes"
2708,"No"
31,"No"
2592,"Yes"
1295,"Yes"
609,"No"
309,"Yes"
1230,"Yes"
2257,"No"
2687,"Yes"
744,"Yes"
2829,"No"
2920,"No"
1710,"No"
2276,"No"
445,"Yes"
257,"No"
2364,"Yes"
858,"No"
1261,"Yes"
1227,"Yes"
2139,"No"
140,"No"
847,"No"
1297,"Yes"
2101,"No"
1397,"No"
2738,"No"
2712,"No"
2114,"Yes"
1770,"No"
2984,"No"
84,"No"
492,"No"
2871,"No"
1750,"No"
1083,"No"
2025,"No"
811,"Yes"
533,"No"
2887,"Yes"
1620,"No"
830,"No"
2495,"No"
2718,"No"
748,"Yes"
1744,"No"
39,"No"
2650,"Yes"
1501,"No"
683,"No"
1436,"Yes"
2771,"No"
1569,"Yes"
2963,"Yes"
1743,"No"
1616,"Yes"
1623,"No"
2023,"Yes"
318,"Yes"
1661,"No"
1639,"No"
2435,"Yes"
1996,"No"
506,"No"
2725,"No"
796,"No"
2439,"No"
2926,"No"
2975,"Yes"
2262,"No"
2767,"Yes"
2122,"No"
2561,"Yes"
1444,"Yes"
1931,"No"
635,"No"
1469,"Yes"
1232,"No"
825,"Yes"
1301,"No"
1696,"No"
2962,"No"
2057,"Yes"
236,"Yes"
1795,"Yes"
987,"No"
1776,"No"
1998,"No"
479,"Yes"
577,"Yes"
759,"No"
398,"No"
2216,"No"
235,"No"
1082,"No"
1031,"No"
1129,"Yes"
2662,"Yes"
579,"No"
2970,"Yes"
2969,"No"
522,"Yes"
2807,"Yes"
58,"Yes"
2889,"No"
399,"No"
1976,"Yes"
220,"No"
2599,"No"
187,"Yes"
1042,"No"
1239,"No"
801,"No"
2077,"Yes"
1266,"Yes"
1244,"Yes"
540,"No"
1581,"Yes"
2017,"No"
1187,"No"
1526,"Yes"
184,"No"
2758,"No"
600,"Yes"
668,"No"
1337,"No"
2260,"No"
1986,"No"
2785,"Yes"
412,"Yes"
2235,"No"
1134,"Yes"
1192,"No"
805,"Yes"
1646,"No"
1653,"No"
2846,"Yes"
1356,"Yes"
423,"No"
1636,"Yes"
1835,"No"
2813,"No"
2698,"Yes"
50,"No"
1390,"No"
1751,"Yes"
2573,"No"
3000,"No"
754,"Yes"
345,"Yes"
1544,"No"
429,"No"
2652,"Yes"
1631,"No"
330,"Yes"
1724,"Yes"
2707,"No"
2805,"No"
2841,"No"
296,"No"
617,"Yes"
1455,"No"
1327,"No"
2914,"Yes"
1272,"No"
1188,"No"
367,"Yes"
1912,"No"
281,"No"
265,"No"
1169,"No"
960,"No"
196,"No"
979,"No"
2323,"No"
1672,"No"
2239,"Yes"
2873,"No"
2858,"No"
1127,"No"
1148,"Yes"
1334,"No"
1845,"Yes"
450,"Yes"
2562,"No"
1862,"Yes"
176,"No"
1515,"Yes"
1689,"Yes"
417,"No"
436,"Yes"
1995,"No"
781,"Yes"
1388,"No"
2817,"No"
266,"Yes"
1484,"No"
1713,"Yes"
1185,"No"
2094,"No"
1143,"No"
2254,"No"
320,"Yes"
43,"No"
2798,"Yes"
1106,"No"
1732,"Yes"
1859,"No"
1126,"Yes"
2915,"No"
1120,"No"
2693,"Yes"
223,"Yes"
880,"Yes"
2328,"No"
332,"No"
1920,"No"
2591,"Yes"
2105,"Yes"
1591,"No"
2100,"No"
1844,"No"
2179,"No"
709,"No"
1677,"No"
2616,"No"
1017,"No"
1899,"No"
891,"No"
2538,"Yes"
2013,"No"
246,"No"
1748,"Yes"
2475,"No"
251,"No"
2180,"No"
767,"No"
1596,"Yes"
595,"Yes"
1463,"Yes"
144,"No"
244,"No"
1968,"No"
174,"Yes"
607,"No"
2449,"No"
481,"No"
1790,"Yes"
334,"Yes"
2208,"Yes"
1098,"Yes"
1485,"Yes"
2012,"No"
526,"No"
1302,"Yes"
1840,"Yes"
589,"Yes"
2619,"No"
1206,"No"
1797,"Yes"
1565,"Yes"
1450,"No"
475,"No"
468,"Yes"
1884,"No"
240,"No"
933,"No"
98,"No"
2334,"No"
807,"Yes"
219,"Yes"
2695,"Yes"
2153,"Yes"
2468,"No"
1546,"No"
434,"Yes"
795,"Yes"
1943,"Yes"
2998,"No"
2620,"No"
2166,"No"
1154,"Yes"
1003,"No"
1756,"Yes"
1423,"Yes"
1219,"No"
2186,"No"
1096,"Yes"
2277,"Yes"
2046,"No"
2949,"No"
729,"No"
172,"No"
812,"Yes"
1608,"Yes"
2706,"No"
1910,"Yes"
996,"No"
52,"No"
1594,"No"
1956,"No"
1489,"Yes"
1794,"No"
2039,"No"
297,"No"
112,"Yes"
2908,"No"
2663,"No"
513,"No"
2229,"No"
1503,"No"
2864,"Yes"
1731,"No"
1077,"Yes"
686,"No"
703,"No"
1904,"No"
2128,"No"
1021,"No"
2318,"Yes"
411,"No"
621,"No"
1324,"No"
222,"Yes"
947,"No"
2978,"No"
2024,"No"
1877,"Yes"
2278,"No"
710,"Yes"
446,"Yes"
2445,"No"
72,"Yes"
96,"No"
868,"No"
1982,"Yes"
1629,"No"
803,"No"
837,"Yes"
1009,"No"
836,"Yes"
2162,"No"
108,"No"
226,"Yes"
2390,"No"
455,"No"
663,"No"
1505,"No"
2877,"No"
2177,"No"
1371,"No"
2346,"Yes"
2473,"No"
2369,"Yes"
1446,"Yes"
1524,"No"
741,"No"
1180,"Yes"
2050,"No"
2378,"Yes"
117,"No"
1902,"Yes"
1923,"No"
311,"No"
2297,"No"
736,"No"
418,"Yes"
143,"Yes"
1615,"No"
1173,"No"
1438,"No"
2519,"No"
1714,"No"
1657,"Yes"
1439,"No"
2684,"No"
295,"Yes"
1203,"Yes"
374,"No"
1247,"No"
133,"No"
2200,"Yes"
1728,"Yes"
1749,"No"
581,"Yes"
2496,"No"
848,"Yes"
572,"No"
1694,"No"
2231,"No"
1573,"No"
816,"No"
2797,"No"
2556,"Yes"
153,"No"
1074,"Yes"
2505,"No"
1370,"No"
1944,"No"
1536,"Yes"
878,"No"
2756,"No"
918,"No"
766,"Yes"
875,"No"
1364,"Yes"
2363,"Yes"
1076,"No"
440,"No"
1166,"No"
2159,"Yes"
2879,"Yes"
643,"Yes"
1053,"Yes"
737,"No"
586,"No"
1938,"No"
54,"Yes"
2280,"Yes"
2218,"No"
1189,"No"
148,"Yes"
493,"No"
2307,"No"
2928,"No"
202,"No"
2847,"Yes"
375,"No"
1523,"No"
2582,"No"
2075,"No"
106,"No"
2726,"No"
997,"No"
1215,"Yes"
99,"No"
372,"No"
535,"Yes"
75,"No"
2985,"Yes"
2532,"No"
489,"No"
1997,"Yes"
693,"No"
201,"No"
614,"Yes"
17,"No"
32,"Yes"
1092,"No"
2898,"Yes"
1428,"No"
1560,"No"
2030,"No"
720,"No"
248,"No"
2168,"Yes"
664,"Yes"
2983,"No"
177,"Yes"
2613,"No"
2780,"Yes"
2032,"No"
2574,"Yes"
840,"Yes"
2808,"Yes"
465,"No"
1506,"No"
2641,"Yes"
563,"No"
232,"No"
175,"Yes"
2431,"No"
1164,"Yes"
690,"No"
755,"No"
1213,"Yes"
588,"No"
1705,"No"
1940,"No"
2478,"Yes"
1059,"No"
1358,"No"
2512,"No"
1118,"No"
982,"No"
2250,"No"
1704,"No"
948,"Yes"
1643,"No"
2692,"Yes"
1543,"No"
1579,"No"
2471,"No"
2010,"No"
2533,"Yes"
1611,"Yes"
1023,"No"
123,"Yes"
2881,"Yes"
2228,"Yes"
2061,"No"
1097,"No"
769,"No"
1848,"No"
2820,"No"
2583,"No"
1867,"No"
2884,"No"
2201,"No"
1038,"No"
869,"No"
2567,"No"
2979,"Yes"
2717,"No"
238,"No"
606,"No"
2802,"Yes"
503,"Yes"
2022,"No"
1100,"No"
2073,"No"
2251,"No"
1140,"No"
1530,"No"
198,"No"
141,"No"
355,"No"
139,"No"
1903,"No"
359,"No"
2074,"No"
1763,"No"
538,"Yes"
689,"No"
905,"No"
1222,"No"
2279,"No"
1832,"No"
2656,"No"
1322,"No"
1533,"No"
1130,"No"
405,"Yes"
1435,"Yes"
2699,"No"
2685,"Yes"
2192,"Yes"
553,"Yes"
119,"Yes"
1340,"Yes"
929,"No"
2971,"No"
779,"Yes"
2410,"Yes"
2469,"No"
976,"Yes"
2033,"No"
2945,"Yes"
289,"No"
2610,"Yes"
1801,"No"
165,"Yes"
2935,"No"
650,"No"
695,"No"
1487,"No"
2736,"No"
63,"Yes"
2763,"No"
2951,"No"
1869,"Yes"
2451,"No"
1412,"Yes"
2174,"No"
1449,"No"
860,"Yes"
1821,"No"
939,"No"
131,"No"
256,"Yes"
2542,"No"
2853,"Yes"
1312,"Yes"
73,"No"
1652,"No"
1393,"Yes"
1552,"No"
1410,"No"
514,"No"
65,"No"
301,"Yes"
2001,"No"
2312,"No"
396,"Yes"
1520,"No"
2190,"Yes"
1586,"No"
2360,"No"
2906,"No"
1915,"Yes"
93,"No"
1258,"Yes"
167,"No"
2051,"No"
2988,"No"
1133,"No"
1281,"Yes"
19,"No"
33,"No"
1483,"Yes"
2111,"Yes"
802,"No"
1383,"No"
864,"No"
1843,"No"
181,"Yes"
2069,"No"
1054,"Yes"
496,"Yes"
2395,"Yes"
103,"No"
291,"No"
1606,"Yes"
1248,"Yes"
486,"Yes"
639,"Yes"
1172,"Yes"
347,"No"
1493,"Yes"
1430,"Yes"
1440,"Yes"
485,"No"
1939,"No"
300,"No"
2814,"No"
2283,"Yes"
1977,"No"
2834,"Yes"
2804,"Yes"
2913,"No"
1085,"No"
2982,"Yes"
1654,"No"
1124,"No"
2844,"Yes"
580,"No"
2220,"Yes"
1040,"Yes"
64,"No"
2885,"No"
968,"No"
2944,"No"
327,"No"
319,"Yes"
1033,"No"
2572,"No"
460,"Yes"
2143,"No"
1277,"Yes"
454,"No"
85,"Yes"
562,"No"
817,"No"
1917,"No"
2942,"Yes"
1512,"No"
2125,"Yes"
2273,"No"
1971,"Yes"
2749,"No"
2089,"Yes"
1973,"No"
2405,"Yes"
2941,"No"
2810,"No"
2674,"No"
642,"No"
1789,"Yes"
559,"No"
532,"No"
302,"Yes"
1778,"No"
1264,"No"
13,"No"
1492,"No"
583,"Yes"
1342,"No"
674,"No"
1818,"Yes"
60,"No"
346,"No"
1457,"No"
2488,"No"
691,"No"
564,"No"
1592,"No"
1882,"Yes"
623,"No"
2132,"No"
1733,"No"
1720,"Yes"
2247,"No"
1055,"No"
871,"No"
1025,"Yes"
1786,"No"
344,"Yes"
1729,"No"
984,"No"
787,"No"
1717,"No"
1041,"Yes"
2007,"Yes"
2668,"No"
2819,"Yes"
477,"Yes"
1001,"No"
317,"Yes"
2064,"Yes"
644,"No"
402,"No"
1360,"No"
818,"Yes"
1207,"No"
2762,"Yes"
1711,"No"
2165,"Yes"
1919,"No"
1578,"No"
545,"Yes"
822,"Yes"
111,"No"
76,"Yes"
1246,"Yes"
47,"Yes"
2117,"Yes"
594,"Yes"
2774,"Yes"
1547,"No"
789,"No"
1762,"No"
2079,"Yes"
587,"Yes"
370,"No"
2921,"No"
2760,"Yes"
2882,"No"
2657,"No"
2510,"No"
36,"Yes"
2781,"No"
381,"No"
323,"Yes"
834,"No"
2320,"No"
480,"No"
2671,"Yes"
1381,"No"
981,"No"
2306,"No"
2932,"No"
1190,"No"
544,"No"
2324,"Yes"
536,"Yes"
1981,"Yes"
2761,"Yes"
1225,"No"
1280,"Yes"
838,"Yes"
1299,"No"
2440,"No"
881,"No"
1873,"No"
682,"No"
625,"No"
2189,"No"
1369,"No"
2088,"Yes"
747,"Yes"
2633,"Yes"
2127,"No"
21,"No"
2934,"No"
478,"No"
12,"No"
2943,"No"
189,"No"
1400,"No"
2919,"No"
2901,"No"
1162,"No"
2745,"Yes"
2272,"Yes"
2835,"No"
669,"No"
2397,"Yes"
2171,"Yes"
1226,"No"
2601,"Yes"
2302,"No"
1572,"No"
1936,"No"
1110,"No"
1018,"No"
1387,"No"
1504,"Yes"
2594,"Yes"
1857,"No"
363,"No"
387,"Yes"
862,"No"
1488,"No"
2020,"Yes"
2184,"Yes"
843,"Yes"
1601,"No"
146,"No"
2424,"Yes"
1991,"No"
2367,"Yes"
1448,"Yes"
1673,"No"
2149,"Yes"
1897,"No"
1730,"No"
1384,"Yes"
2799,"No"
218,"No"
906,"No"
849,"No"
2857,"No"
919,"No"
1666,"No"
279,"No"
2377,"Yes"
2974,"Yes"
1224,"No"
2790,"Yes"
192,"No"
461,"Yes"
2690,"No"
2104,"No"
867,"No"
2221,"No"
2444,"No"
28,"No"
2185,"Yes"
1142,"Yes"
