"ID","Exited","Age","IsActiveMember","Geography","Balance","Gender","NumOfProducts"
5847,0,48,0,"France",0,"Female",2
4622,0,36,1,"Spain",95829.13,"Female",2
7437,0,61,1,"France",62391.22,"Male",1
9315,0,37,1,"Spain",109679.72,"Male",1
6493,0,31,1,"France",155978.17,"Male",1
6668,1,33,0,"Spain",0,"Female",1
4647,0,33,0,"France",135946.26,"Female",1
3122,0,43,0,"France",129804.17,"Male",1
7908,0,37,1,"Germany",105961.68,"Male",2
5537,0,33,0,"Germany",99339,"Male",1
8585,0,38,0,"France",104091.29,"Female",1
8566,1,39,0,"Germany",111336.89,"Male",1
3522,0,46,1,"France",102714.65,"Female",2
7379,1,33,1,"Germany",114415.84,"Female",1
7455,0,39,1,"France",121404.64,"Male",1
9284,1,45,0,"Germany",86350.87,"Female",2
4007,0,35,1,"France",129205.49,"Male",1
9154,0,28,0,"Spain",136186.44,"Male",1
6196,0,42,0,"Germany",80380.24,"Female",1
9854,0,32,1,"Spain",109109.33,"Male",1
7577,0,36,1,"France",118448.15,"Male",2
7955,0,29,0,"France",172693.54,"Male",1
6012,1,38,1,"Germany",0,"Female",2
5135,0,37,0,"France",0,"Male",1
8193,0,24,1,"France",171922.72,"Male",1
4164,1,54,0,"Germany",152508.99,"Female",1
6702,1,56,0,"Spain",90778.76,"Female",2
3096,0,24,1,"Spain",108881.73,"Male",1
5870,0,23,1,"Germany",93301.97,"Male",2
3821,0,57,1,"France",0,"Male",2
6603,0,33,0,"Spain",0,"Female",1
6389,0,23,1,"Germany",137060.88,"Male",2
4306,0,39,1,"France",183276.32,"Female",1
9101,0,41,0,"France",109013.23,"Female",1
4850,1,53,0,"Germany",0,"Female",1
9917,1,32,1,"Spain",0,"Female",1
5539,0,45,1,"France",40169.88,"Female",1
8882,1,51,1,"France",147262.11,"Male",1
3932,0,58,1,"France",114713.57,"Female",1
3187,0,41,0,"Germany",98612.1,"Female",1
7006,1,60,1,"France",148846.39,"Male",1
7773,1,43,1,"Germany",146547.78,"Female",1
7115,1,50,1,"Spain",118098.62,"Female",1
5081,0,31,0,"Spain",108760.27,"Male",2
7764,0,35,0,"France",0,"Female",1
6215,1,47,1,"Spain",157201.48,"Female",1
5778,0,22,0,"Spain",129667.77,"Female",1
6195,0,33,1,"Spain",140014.42,"Male",1
4724,1,45,0,"France",0,"Male",1
8188,0,30,0,"Germany",139872.81,"Male",2
5858,0,37,1,"Germany",140894.06,"Male",2
5756,0,32,1,"France",83181.29,"Female",1
5859,0,23,1,"France",140211.88,"Female",1
3103,1,39,1,"Germany",167181.01,"Male",1
8090,1,31,0,"Spain",145874.35,"Male",1
7943,0,41,1,"Spain",84587.9,"Female",1
7581,0,27,0,"Germany",125552.96,"Male",1
3474,1,46,0,"France",117451.47,"Male",2
8595,1,33,0,"Germany",133705.74,"Female",1
4973,1,43,0,"France",0,"Male",2
8198,0,43,1,"Germany",128829.25,"Male",1
6586,0,48,1,"Germany",151858.98,"Female",1
9086,0,50,1,"Germany",0,"Female",2
8978,0,30,0,"France",116295.29,"Male",1
3677,0,29,1,"Germany",105204.01,"Female",1
5484,0,26,1,"France",151510.17,"Female",1
9485,0,34,0,"France",71433.08,"Male",1
8788,0,23,0,"France",130538.77,"Male",2
5979,0,36,0,"Germany",127675.39,"Female",1
9513,0,39,1,"France",133707.09,"Male",1
6099,1,45,0,"France",131394.56,"Male",1
9932,0,34,1,"Germany",0,"Female",2
4878,0,34,0,"France",128743.55,"Female",1
8955,0,59,1,"Germany",0,"Male",2
7969,1,44,1,"Spain",0,"Female",3
4630,1,33,0,"France",0,"Male",1
9331,0,28,1,"Germany",90425.15,"Female",2
4186,0,38,1,"Germany",134985.66,"Female",1
3018,1,34,1,"France",0,"Female",3
5407,0,27,1,"Spain",0,"Male",2
5285,1,24,0,"Germany",143829.2,"Male",1
6912,0,28,0,"Germany",144895.05,"Female",2
6551,1,43,0,"Spain",0,"Male",1
9983,0,33,1,"Spain",0,"Female",1
5201,0,29,0,"France",114386.85,"Male",2
7990,1,32,0,"Germany",175464.85,"Male",3
6906,1,62,0,"France",121927.92,"Female",1
5663,0,32,0,"France",125725.02,"Male",1
7403,1,53,1,"France",45472.28,"Female",1
3688,0,46,0,"France",124547.13,"Male",1
8464,1,41,1,"Spain",123110.9,"Female",3
8095,0,31,0,"France",0,"Female",1
4964,0,31,1,"France",122661.39,"Female",1
7532,0,33,1,"France",126524.11,"Male",1
4004,0,33,1,"Spain",96769.04,"Female",1
3701,0,40,0,"Germany",108269.2,"Female",2
7799,0,19,1,"Germany",138657.08,"Female",2
4002,0,69,0,"France",152341.55,"Female",1
6910,0,56,1,"Germany",106022.73,"Male",2
7072,0,48,1,"France",115766.26,"Male",1
6000,0,45,0,"Spain",86459.8,"Female",1
4110,0,28,1,"Spain",116623.31,"Male",1
3570,0,49,0,"France",94773.11,"Male",1
7002,1,70,0,"Germany",71816.74,"Female",2
3903,0,49,1,"France",0,"Male",2
3107,0,48,0,"France",80697.44,"Male",2
9550,1,32,1,"France",138166.3,"Male",1
7392,0,29,0,"France",89349.47,"Female",2
7959,1,29,1,"Spain",0,"Male",2
3143,1,51,0,"Germany",143139.87,"Female",1
5385,1,52,0,"Germany",106307.91,"Female",2
6221,0,37,1,"Spain",128917.84,"Male",1
8729,0,35,0,"Spain",0,"Female",1
5835,0,34,1,"Germany",104339.11,"Female",2
7632,0,27,0,"France",0,"Female",1
6483,0,39,1,"Spain",171646.76,"Female",2
4214,0,37,1,"Spain",107592.89,"Male",2
3150,0,25,0,"Germany",157404.02,"Male",2
7066,1,46,1,"Germany",142765.24,"Female",2
5775,1,34,1,"France",156551.63,"Male",1
5712,0,68,1,"France",97705.99,"Male",1
7891,1,54,0,"Spain",114668.89,"Female",1
6939,0,78,0,"France",0,"Female",2
6620,1,55,1,"Germany",109908.06,"Male",2
7539,0,42,0,"France",0,"Male",1
7979,0,38,0,"Spain",99640.89,"Male",1
7694,0,37,1,"France",122874.74,"Female",1
7528,1,29,0,"France",0,"Female",1
3845,0,24,1,"France",0,"Male",2
5692,0,28,1,"Spain",128206.79,"Male",1
4400,0,38,1,"France",121405.04,"Male",1
6360,1,44,0,"Spain",0,"Female",3
8700,1,33,1,"France",122449.31,"Female",1
3453,0,38,0,"Spain",122447.76,"Male",1
8704,0,34,1,"Spain",126979.75,"Female",1
3851,1,48,0,"Germany",168286.58,"Male",1
5618,0,41,1,"France",0,"Male",2
3871,0,36,0,"France",86607.39,"Female",1
6304,0,23,0,"Spain",0,"Male",2
7524,0,39,1,"France",146200.01,"Male",1
7411,0,32,0,"France",131354.25,"Male",1
7488,0,37,0,"France",116711.06,"Male",1
5367,0,46,0,"Spain",98009.13,"Male",1
6602,0,44,1,"Spain",56674.48,"Female",1
3500,1,57,0,"France",96402.96,"Male",1
9500,0,38,0,"France",120150.39,"Female",2
5279,1,51,1,"France",0,"Male",1
3287,0,37,1,"Spain",0,"Female",1
9119,0,31,1,"France",79259.99,"Female",1
7779,0,38,0,"Germany",0,"Male",2
7655,1,33,1,"France",119703.1,"Female",1
9000,0,35,1,"France",104508.1,"Female",1
6762,1,49,0,"Spain",0,"Male",1
3382,0,27,0,"Germany",51949.95,"Male",2
3684,0,24,1,"Germany",103097.85,"Male",1
5653,0,52,1,"Germany",144696.75,"Male",1
9146,0,33,0,"France",135438.4,"Female",1
8812,1,43,1,"Germany",79120.27,"Female",2
4056,1,44,0,"Germany",109542.29,"Male",1
9889,0,31,0,"France",141819.02,"Male",1
5195,0,30,1,"France",154221.37,"Female",2
9873,0,33,0,"Germany",0,"Female",2
6416,0,58,0,"Spain",0,"Female",2
9565,0,40,1,"France",137138.2,"Male",1
4672,0,34,0,"Germany",160680.41,"Female",1
6682,1,38,0,"France",117280.23,"Female",3
4065,0,31,1,"France",78990.15,"Male",1
5343,0,28,0,"Germany",160858.13,"Female",2
5338,0,29,1,"France",0,"Female",1
4735,0,39,0,"France",162560.32,"Female",1
7740,0,42,1,"France",185063.7,"Male",1
4190,0,38,1,"Spain",200322.45,"Female",1
6924,1,48,0,"Spain",0,"Female",2
3060,1,52,1,"France",111284.53,"Male",1
4041,0,27,1,"Spain",107751.68,"Male",2
9215,0,44,1,"France",96106.83,"Female",1
7957,1,62,1,"Spain",64119.38,"Male",1
9117,1,50,1,"France",143542.36,"Male",3
7250,1,52,1,"Spain",0,"Female",1
9176,0,41,0,"France",131082.17,"Female",2
5080,1,46,0,"France",122531.86,"Female",1
9408,0,34,0,"Germany",83765.35,"Female",2
9334,0,38,1,"France",122214,"Male",1
4368,0,35,0,"France",141359.37,"Male",2
5944,0,35,0,"Spain",120171.58,"Female",1
9845,0,82,1,"France",0,"Female",2
3341,0,37,1,"Spain",118962.58,"Male",1
5571,1,38,0,"France",86714.06,"Male",1
7782,1,34,0,"Spain",0,"Male",1
3498,1,37,1,"France",122689.51,"Male",2
9876,1,43,1,"France",113957.01,"Female",2
6618,0,44,0,"Spain",95231.91,"Male",1
7193,0,29,1,"France",113599.42,"Male",2
5294,1,54,1,"Germany",138547.97,"Female",1
8711,1,42,0,"Spain",137285.26,"Male",4
7860,0,46,1,"Germany",180075.22,"Female",1
7010,1,44,1,"Spain",52831.13,"Female",1
3272,0,37,1,"Spain",123935.35,"Male",1
3408,0,28,0,"France",110942.9,"Male",1
8510,1,58,0,"France",169445.4,"Male",1
8526,0,30,1,"Germany",109786.82,"Female",1
9231,0,35,0,"Spain",68079.8,"Female",1
6831,1,61,0,"Spain",0,"Male",2
3906,1,36,0,"Germany",92199.84,"Female",1
3383,1,31,1,"Spain",0,"Female",1
8487,0,60,1,"Germany",0,"Female",2
7174,1,43,0,"Germany",94752.49,"Female",1
6222,1,29,0,"Germany",82794.18,"Female",2
6933,1,38,0,"Spain",0,"Female",2
4804,0,23,0,"Germany",0,"Female",2
7234,0,30,0,"Germany",154870.28,"Female",1
7618,0,36,0,"France",91869.69,"Female",1
6956,1,41,0,"Spain",89763.84,"Female",2
7693,0,34,0,"Spain",83264.28,"Male",1
9674,0,34,0,"Spain",0,"Female",2
6126,1,38,0,"France",158623.14,"Male",2
7290,0,43,0,"Germany",97268.1,"Male",2
7373,0,27,1,"France",125920.98,"Female",1
4158,0,33,1,"France",143221.35,"Male",2
9199,0,33,1,"Germany",157274.36,"Male",2
7473,0,32,1,"Spain",147127.81,"Male",2
6748,0,42,0,"Germany",0,"Male",2
6332,1,47,0,"France",87814.89,"Female",1
4037,1,32,1,"France",133950.37,"Female",1
3831,0,36,1,"Spain",153058.64,"Male",1
4432,0,58,1,"France",90022.85,"Female",1
9026,0,31,1,"France",132934.89,"Male",2
4833,1,43,0,"Spain",95053.1,"Female",1
4664,0,36,0,"Spain",140137.15,"Female",2
6174,0,40,0,"Germany",45408.85,"Male",2
5731,0,60,1,"France",0,"Male",2
6187,0,35,0,"France",121063.49,"Male",1
4720,0,58,1,"France",114327.59,"Male",2
6916,0,38,1,"Germany",158373.23,"Female",1
3418,0,67,1,"France",0,"Female",2
7509,1,39,1,"Spain",131081.66,"Female",1
3021,0,41,1,"France",141918.09,"Male",2
9982,0,47,0,"France",0,"Female",1
7873,1,37,0,"France",152805.05,"Female",1
7783,0,29,0,"France",148654.84,"Female",2
9385,1,46,0,"France",180226.24,"Male",1
8270,0,41,0,"Germany",162691.16,"Male",2
6024,0,63,0,"France",207034.96,"Male",2
8754,1,47,1,"France",122031.55,"Female",1
9503,1,28,0,"France",0,"Male",2
8781,0,36,0,"France",83947.12,"Female",1
5773,0,39,0,"Germany",0,"Male",1
6787,0,38,1,"France",92467.58,"Female",1
6073,0,28,0,"France",104584.16,"Female",1
7150,1,47,1,"Germany",107915.94,"Male",2
6800,0,54,1,"France",87105.32,"Male",1
4709,0,54,1,"Spain",0,"Male",1
4896,1,28,1,"France",0,"Male",1
9698,0,38,1,"Spain",130170.82,"Female",1
5584,1,34,0,"Germany",117561.49,"Female",1
3172,0,39,0,"France",140355.56,"Female",2
4888,0,43,1,"France",125211.92,"Male",1
8165,0,41,1,"Spain",90757.64,"Female",2
7293,0,37,1,"Spain",0,"Female",2
5180,1,40,0,"Germany",174126.75,"Male",3
8073,0,50,1,"Germany",108477.27,"Female",1
3470,1,47,0,"Germany",110022.74,"Male",1
6023,0,45,1,"Spain",0,"Male",1
5718,1,38,0,"Spain",119208.85,"Male",1
7152,1,43,0,"Germany",124620.01,"Female",2
8506,0,23,0,"Germany",85897.95,"Female",1
5890,1,67,1,"France",103101.56,"Female",2
9655,0,42,0,"France",75075.31,"Male",2
8896,0,32,1,"Germany",0,"Male",2
4157,0,40,1,"Spain",83807.86,"Female",1
8686,0,38,1,"Germany",88977.39,"Male",2
8745,0,45,0,"Spain",98759.89,"Male",1
8181,0,42,0,"France",119919.12,"Male",1
8212,0,36,1,"France",132255.99,"Male",2
6059,1,32,0,"France",103214.71,"Female",1
7623,1,58,0,"France",131852.81,"Female",1
6032,0,54,1,"France",93806.31,"Male",2
9569,0,31,0,"France",79962.92,"Male",1
3518,1,33,0,"Germany",115130.34,"Male",1
5280,0,33,0,"France",141234.98,"Male",1
9256,1,35,0,"France",80285.16,"Male",1
6552,0,35,1,"Spain",108269.2,"Female",2
5418,0,49,1,"Spain",119755,"Male",1
4750,1,39,0,"Spain",0,"Female",1
4074,0,19,0,"France",108711.57,"Male",2
6444,0,51,1,"France",147687.24,"Male",1
5084,1,39,1,"France",120145.96,"Female",2
8810,0,44,1,"Spain",142051.07,"Male",2
3671,0,35,1,"Spain",124580.69,"Female",1
4802,0,32,1,"France",131647.01,"Female",2
9329,0,28,0,"Spain",0,"Male",1
3834,0,33,0,"Germany",160761.41,"Male",1
5952,1,53,0,"Spain",143923.96,"Female",1
7569,0,36,0,"France",129804.17,"Male",1
5925,1,35,0,"Germany",102365.49,"Female",1
7138,0,32,1,"France",123925.23,"Male",1
9126,0,40,1,"Germany",150777.1,"Female",2
8833,1,34,1,"France",135643,"Male",1
6797,0,37,0,"Germany",113193.51,"Male",1
5483,0,40,0,"Germany",109628.44,"Female",1
7356,0,45,1,"Spain",97565.74,"Female",1
3173,0,48,1,"Spain",0,"Male",2
8716,0,73,1,"France",0,"Female",1
8722,0,26,0,"France",153611.83,"Female",2
7677,0,42,0,"France",116980.78,"Female",2
4620,0,25,0,"France",113113.12,"Male",2
8597,0,36,0,"Germany",84266.44,"Female",2
7846,0,20,1,"France",95830.43,"Female",1
5434,1,61,0,"Germany",98218.04,"Female",2
3121,0,56,0,"Spain",141789.15,"Female",1
7426,0,31,1,"Germany",61592.14,"Female",1
5963,0,37,0,"Germany",117791.06,"Female",2
8773,0,40,1,"Spain",85162.26,"Male",1
9079,1,53,1,"France",111577.01,"Female",1
6214,0,42,1,"France",83492.07,"Male",2
4912,0,31,0,"Germany",124593.23,"Male",1
7514,0,26,1,"Spain",151675.65,"Male",1
8821,0,40,1,"Spain",81231.85,"Female",1
7259,1,47,1,"France",105792.49,"Male",2
5219,1,35,0,"Germany",104584.11,"Male",1
8808,0,29,1,"Germany",129750.68,"Male",1
3948,0,22,0,"France",0,"Male",1
6622,0,33,1,"Spain",63723.78,"Male",1
3252,0,38,0,"Spain",91536.93,"Male",1
3302,0,34,0,"Spain",199229.14,"Female",1
3964,0,38,1,"France",68927.57,"Female",1
7108,0,43,1,"Spain",137794.18,"Male",2
5416,0,26,1,"France",62610.96,"Female",2
8202,0,35,1,"Germany",120596.93,"Female",1
8014,1,39,0,"France",0,"Female",3
4588,0,40,1,"Spain",153639.11,"Male",1
9568,0,26,0,"France",74681.9,"Male",2
8744,0,36,1,"Spain",82161.7,"Male",1
5936,0,39,1,"France",155062.8,"Female",1
9419,0,30,0,"Germany",115007.08,"Male",1
3639,1,44,0,"Germany",91115.76,"Female",2
6837,0,35,1,"France",97560.16,"Male",1
3574,1,57,1,"Germany",150578,"Female",2
7478,1,45,1,"France",0,"Male",4
6245,0,32,0,"Germany",106301.85,"Female",2
5554,1,46,0,"Germany",91857.66,"Male",2
4770,0,37,0,"Germany",142688.57,"Female",2
8067,0,36,1,"France",113882.31,"Female",1
5661,1,55,1,"France",0,"Female",1
3489,0,40,0,"France",127847.86,"Male",1
8575,0,43,0,"France",154962.99,"Female",2
8200,0,42,1,"France",166518.63,"Male",2
3362,1,34,0,"Germany",137239.17,"Female",1
8185,0,37,0,"France",0,"Female",1
3523,0,37,1,"Spain",121231.39,"Female",1
7347,0,54,0,"France",88827.53,"Female",1
3799,0,38,1,"Germany",150463.11,"Female",2
5466,0,30,1,"Germany",110245.13,"Male",1
9402,0,35,0,"France",65942.26,"Male",2
5717,0,24,1,"Spain",143582.89,"Male",1
4193,1,51,0,"Germany",95560.04,"Female",1
9203,0,29,0,"Germany",107363.29,"Male",1
8602,0,39,0,"France",46323.57,"Male",2
7725,1,54,0,"France",0,"Male",1
3350,0,32,1,"France",95858.37,"Male",1
6329,0,41,1,"Spain",144974.55,"Male",1
8410,0,24,1,"France",92398.08,"Female",1
6290,1,40,1,"Spain",61671.19,"Female",1
3672,1,72,1,"Germany",148666.99,"Male",1
6724,1,51,0,"France",119889.84,"Female",1
3730,0,37,1,"Spain",125920.98,"Male",1
4932,0,42,0,"Germany",104817.41,"Female",1
8179,0,26,1,"France",129837.72,"Male",3
3527,0,45,1,"Spain",124240.93,"Male",1
4274,1,44,1,"France",0,"Female",2
9332,1,37,1,"Germany",72309.3,"Male",1
8971,0,42,1,"Germany",16893.59,"Male",1
5487,0,27,1,"France",81951.74,"Female",1
5467,0,34,0,"Germany",40172.91,"Female",1
8890,0,31,0,"Spain",153316.14,"Female",1
3207,0,54,1,"Germany",123699.28,"Female",2
8965,0,43,1,"Spain",0,"Female",1
8011,1,51,0,"Germany",124425.99,"Male",1
9241,0,42,1,"France",99095.73,"Male",1
6957,0,36,1,"Spain",160474.59,"Male",1
9187,0,55,0,"France",0,"Female",2
5381,0,36,1,"Germany",115462.02,"Female",1
3315,0,30,0,"France",210433.08,"Female",1
4631,0,40,0,"France",122038.34,"Female",1
6159,0,40,0,"France",112701.04,"Male",1
9209,1,36,0,"France",188455.19,"Male",1
3054,1,61,0,"France",0,"Male",1
5181,0,64,0,"France",62979.93,"Female",2
6198,1,34,1,"Germany",111257.59,"Female",1
6142,0,43,0,"France",184926.61,"Male",1
4551,0,38,0,"Spain",178056.54,"Male",2
9414,1,31,0,"Germany",0,"Male",2
5812,0,35,1,"France",133161.95,"Male",2
9936,0,30,1,"France",0,"Female",2
4402,0,35,1,"Germany",106405.03,"Female",2
6139,0,36,1,"France",106723.28,"Female",1
9037,1,36,1,"Germany",109472.47,"Male",1
8864,0,61,1,"France",0,"Male",2
8756,1,54,0,"France",0,"Female",1
9065,0,28,0,"Germany",128793.63,"Male",1
3114,0,42,1,"France",134603.88,"Male",1
3739,1,45,1,"Germany",133994.52,"Male",1
9310,0,60,0,"Spain",131411.24,"Female",1
4869,0,62,0,"France",0,"Male",2
7203,0,38,0,"Germany",105864.6,"Female",2
7485,0,34,0,"France",128270.56,"Male",1
9883,0,35,0,"Germany",108269.2,"Female",2
8922,0,36,0,"France",97009.15,"Male",1
8516,0,38,0,"Germany",106089.2,"Male",1
9213,0,31,0,"France",113000.66,"Female",1
3893,0,31,1,"Germany",0,"Male",2
5320,1,62,0,"France",0,"Female",2
7375,1,40,1,"Germany",152522.47,"Male",2
9054,0,29,1,"France",62482.95,"Male",1
7922,0,65,1,"France",108078.56,"Male",3
4088,0,50,0,"Germany",117020.08,"Male",2
5982,1,43,0,"Germany",0,"Female",3
3162,0,28,1,"France",100606.02,"Male",1
4564,0,40,0,"Germany",150679.71,"Female",2
8719,0,39,0,"France",90217.07,"Female",1
8354,0,48,0,"Spain",180293.84,"Female",2
7025,0,27,0,"Spain",90721.52,"Female",2
4736,0,44,1,"France",112536.57,"Female",2
6374,0,47,0,"France",122220.19,"Male",1
6390,0,36,0,"Spain",152899.24,"Male",2
8546,0,52,1,"France",59697.17,"Male",2
8279,0,46,1,"France",115345.86,"Male",2
9157,1,54,0,"Germany",102994.04,"Male",1
6642,0,72,1,"France",0,"Female",2
5049,0,39,1,"France",97700.02,"Male",1
9316,0,42,1,"France",119889.84,"Female",1
3797,0,38,0,"Germany",61482.47,"Female",1
4604,0,40,1,"Spain",0,"Male",1
6313,0,42,0,"Germany",106920.91,"Male",1
7914,1,48,1,"France",156848.13,"Female",2
3590,0,40,0,"France",0,"Female",1
3159,0,32,0,"France",114668.89,"Female",1
8885,1,26,1,"Germany",119817.33,"Male",1
9597,0,38,0,"France",97750.07,"Male",1
6219,0,43,0,"France",153639.11,"Female",1
8679,0,40,0,"France",106261.63,"Female",1
3209,0,78,1,"Spain",0,"Female",2
7638,0,38,1,"France",128960.21,"Female",2
6449,0,56,1,"Spain",105473.74,"Male",1
7570,0,51,0,"Germany",104677.09,"Male",1
7852,0,38,1,"France",111484.88,"Female",2
7062,0,42,1,"France",158713.08,"Male",1
7080,0,29,1,"France",134571.5,"Female",2
8683,0,40,1,"Spain",106968.96,"Male",1
3870,0,41,1,"Spain",102749.72,"Male",1
8446,0,44,1,"France",0,"Female",1
8830,1,48,1,"France",0,"Male",2
6280,1,38,0,"Germany",106261.63,"Male",1
5813,0,37,0,"France",131834.76,"Female",2
5581,0,44,0,"Germany",0,"Male",2
8267,0,33,0,"France",129731.64,"Male",2
6927,0,37,1,"France",143835.47,"Male",2
6767,0,29,0,"France",0,"Female",1
3055,0,26,1,"Germany",118547.72,"Female",1
4280,0,50,0,"Germany",144895.05,"Female",1
7843,0,42,0,"France",120094.93,"Male",2
9492,1,40,0,"France",3768.69,"Female",2
6641,0,25,0,"France",165686.11,"Male",2
7758,0,41,0,"France",100062.39,"Male",1
7926,0,47,0,"Spain",0,"Female",1
3819,0,39,1,"Germany",0,"Male",2
4467,0,30,0,"France",80964.57,"Male",2
6346,1,55,1,"France",106415.57,"Male",3
3910,0,28,0,"France",157842.07,"Male",1
6445,1,37,1,"Spain",109974.22,"Female",1
9849,0,38,0,"France",107192.38,"Male",1
6760,0,32,0,"France",174060.46,"Male",1
4019,0,33,0,"Spain",0,"Male",1
5809,0,36,1,"France",157866.77,"Female",2
3444,0,40,0,"France",150329.15,"Female",1
6742,0,28,1,"Germany",0,"Male",2
5866,0,31,1,"Germany",127331.46,"Female",1
7286,0,48,0,"France",222267.63,"Female",1
7246,1,61,0,"France",0,"Male",2
9206,0,32,0,"Spain",115195.58,"Male",1
9895,0,44,0,"France",118590.41,"Female",1
5786,0,34,0,"France",148375.19,"Male",2
4468,1,46,1,"France",128718.78,"Male",1
9384,0,37,1,"Germany",79731.91,"Male",1
3132,0,28,0,"France",137300.23,"Male",1
5994,1,52,0,"France",112670.48,"Female",1
7734,0,33,1,"France",98630.31,"Male",2
4700,0,38,0,"France",119127.46,"Female",2
3125,0,44,1,"Spain",107726.93,"Female",1
7831,1,51,1,"Germany",119755,"Female",1
6325,0,33,1,"France",112808.18,"Female",1
6386,0,28,1,"France",123692,"Male",1
3065,0,36,0,"France",132174.41,"Male",2
9148,1,68,0,"Germany",110357,"Female",2
3333,0,39,1,"France",98544.11,"Female",1
8957,0,21,0,"France",125682.79,"Male",1
4684,0,38,0,"Spain",126524.11,"Male",1
7647,0,39,1,"France",129669.32,"Male",2
5232,0,31,1,"Germany",90594.55,"Male",1
5464,1,44,0,"Germany",119530.52,"Male",1
9534,0,38,0,"France",116439.65,"Male",1
8282,0,40,0,"France",126212.64,"Female",1
8332,1,49,1,"France",93817.41,"Male",2
3299,1,31,0,"Germany",144606.22,"Male",1
7248,0,36,1,"Germany",101609.01,"Female",2
5594,0,44,0,"Germany",163714.52,"Male",1
6171,0,29,1,"France",104450.86,"Female",1
6887,0,62,1,"France",0,"Male",1
6090,0,26,0,"France",123081.84,"Female",2
7894,0,23,1,"Spain",76595.08,"Female",2
6363,0,31,1,"France",110527.17,"Male",2
5422,0,30,0,"France",141069.18,"Male",1
7752,0,35,1,"Germany",174588.8,"Male",3
9249,1,28,1,"France",0,"Male",2
9933,0,38,1,"France",154763.21,"Female",2
6298,0,38,0,"Spain",86824.09,"Male",1
4618,0,50,0,"France",0,"Female",2
6684,1,31,0,"Germany",132934.89,"Female",1
6661,0,30,1,"France",73054.37,"Male",2
7501,0,24,0,"France",116084.32,"Male",2
3999,1,54,0,"France",0,"Female",2
8893,0,21,0,"Germany",0,"Female",2
4641,0,32,0,"Spain",133436.52,"Male",1
9695,0,62,0,"Spain",0,"Female",1
6154,0,39,0,"Germany",152532.3,"Male",1
9959,1,46,1,"Germany",123444.72,"Male",1
3482,0,37,1,"Germany",62974.64,"Female",2
5490,1,56,1,"France",156974.26,"Male",2
7377,1,63,0,"France",0,"Female",2
8853,0,32,1,"Spain",153895.65,"Male",1
4300,0,31,0,"France",0,"Male",1
8308,1,43,1,"Germany",135759.4,"Male",1
6880,0,35,0,"France",110046.93,"Male",2
9275,1,55,1,"Germany",118803.35,"Female",1
8253,1,38,0,"Germany",145155.37,"Male",1
9729,0,34,1,"Germany",176311.36,"Female",1
6473,1,58,1,"Spain",216109.88,"Female",1
3370,0,26,0,"Spain",80780.16,"Female",1
7960,0,49,0,"Spain",0,"Male",2
7942,0,39,1,"Spain",92636.96,"Female",2
6058,0,56,1,"Germany",100781.75,"Female",2
4114,0,25,1,"Spain",124532.78,"Male",1
4456,0,46,0,"France",79259.75,"Female",1
6872,1,42,1,"Spain",91611.12,"Male",1
7582,0,36,1,"France",151844.64,"Female",2
8281,0,36,0,"Germany",78398.69,"Male",2
9670,0,30,0,"Spain",141040.01,"Male",1
6410,0,38,0,"Germany",132906.88,"Male",1
6709,0,32,1,"Germany",110245.13,"Male",1
8114,0,41,0,"France",115282.3,"Male",2
8900,0,41,1,"Germany",146720.98,"Female",2
4663,0,72,1,"Spain",140301.72,"Female",1
6550,0,40,1,"France",161256.53,"Male",1
9822,0,33,1,"France",124580.69,"Male",1
7759,0,37,0,"Germany",131753.41,"Male",1
9818,0,55,0,"France",0,"Male",2
8425,1,45,1,"Germany",128412.61,"Male",1
6234,1,45,1,"Germany",120961.5,"Female",2
8537,0,45,0,"France",83624.55,"Male",2
8746,0,26,1,"France",100446.57,"Male",1
6693,0,37,1,"Germany",0,"Female",2
3032,0,68,0,"Spain",114386.85,"Female",1
7274,0,22,0,"Germany",73314.04,"Male",1
7545,0,46,0,"Spain",117640.39,"Male",1
8142,0,30,1,"France",87946.39,"Female",1
3368,1,39,0,"France",71433.08,"Female",1
9032,0,23,1,"France",109869.32,"Male",1
6921,1,44,0,"Germany",107926.02,"Female",1
5533,0,30,1,"France",107879.04,"Male",2
4794,0,31,1,"France",140931.82,"Female",1
4863,0,47,0,"France",95120.59,"Male",1
4083,0,41,0,"France",103544.88,"Male",2
6003,1,46,0,"Spain",127660.46,"Female",2
3761,1,40,0,"France",171178.25,"Female",1
6471,0,26,1,"France",109166.37,"Female",1
4168,1,37,0,"France",0,"Female",3
3222,0,30,0,"France",108883.29,"Male",1
3295,1,38,1,"Spain",114141.64,"Male",1
9125,0,30,1,"Germany",74298.43,"Female",2
7188,0,47,1,"Germany",191775.65,"Female",1
9261,0,40,0,"France",97092.87,"Male",1
9013,0,31,0,"Germany",148913.72,"Male",2
6905,0,39,0,"Spain",160652.45,"Male",2
8542,0,30,0,"Spain",0,"Female",2
9173,0,34,0,"France",134560.62,"Female",2
4636,0,44,0,"France",102936.72,"Male",1
5344,1,45,0,"Spain",0,"Male",1
7999,0,37,1,"Germany",121801.72,"Female",1
6889,0,34,1,"Germany",112528.65,"Female",1
7525,0,47,1,"Spain",122773.5,"Male",2
7867,0,23,0,"Spain",146584.19,"Female",2
8753,1,23,0,"Germany",82696.09,"Male",1
5817,1,33,0,"Spain",128751.65,"Female",2
4219,0,32,1,"Germany",177729.13,"Male",1
